Name des Begünstigten,Bezeichnung des Vorhabens,Jahr der Bewilligung,Jahr der Restzahlung,Gewährte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
"ABS Apparate- und Behälterbau
GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2009,2012,8300,8300
Abtshof Magdeburg GmbH,Energiemanagementsystem,2012,2013,10200,10200
Abtshof Magdeburg GmbH,Qualifizierungslehrgang zur Unternehmensnachfolge,2008,2011,"36150,79","36150,79"
AC-Beratungsgesellschaft Limited,Betriebswirtschaftliches Praxiswissen,2012,,"925,43",
AC-Beratungsgesellschaft Limited,KMU-Fachberater ExistenzgründungZertifizierter ZRM Grundkurs,2012,,"3150,44",
AC-Beratungsgesellschaft Limited,Qualifizierung von Beschäftigten,2008,2012,"72565,55","72565,55"
AC-Beratungsgesellschaft Limited,Schulung zur Einführung eines Qualitätsmanagements,2008,2010,11340,11340
AC-Beratungsgesellschaft Limited,Seminar: Regeln zur Führung in Organisationen,2013,2014,"1984,02","1984,02"
AC-Beratungsgesellschaft Limited,Wirtschaftsfachwirt (IHK),2014,,"7670,64",
Achatius Pflegeteam GmbH,Weiterbildungen im Bereich Pflege; Hygienebeauftragte,2013,,"7704,4",
ACI Web GbR,POE aci WEB GbR,2009,2010,"6117,42","6117,42"
"Ackermann Fahrzeugbau
Oschersleben GmbH",Fremdausbildung 3 x Konstruktionsmechaniker,2011,,0,
"Ackermann Fahrzeugbau
Oschersleben GmbH",Fremdausbildung Konstrultionsmechaniker 1 x männlich,2010,2010,378,378
"Ackermann, Kerstin","01   Fortbildungsmaßnahmen für Lehrkräfte der
Unterrichtsfächer Englisch, Französisch, Spanisch und
Italienisch und Weiterbildungsmaßnahmen für Lehrkräfte die
fachfremd Fremdsprachenunterricht erteilen",2010,2011,"42867,32","42867,32"
ACON Hydraulik GmbH,Innovationsassistent,2013,,0,
AD STEEL FORGE GmbH,POE AD STEEL FORGE,2008,2010,"74668,51","74668,51"
"Adam & Grühn UG
(haftungsbeschränkt) Montage-
Service","Elektrofachkraft für festgelegte Tätigkeiten
Fachkraft für Feststellanlagen Brandschutztüren
Befähigte Person zur Prüfung von kraftbetätigten Fenstern,
Türen, Toren",2014,,"10097,5",
Adam Muszynski,Fachkraft (IHK) für Einkauf,2014,,"1352,4",
"Adam, Cornelia",E 01 Fremdsprachenqualifizierung,2010,2012,"12034,18","12034,18"
"Adam, Cornelia",E 01 Fremdsprachenqualifizierung,2010,2012,"36514,81","36514,81"
ADDCON Europe GmbH,"Meisterausbildung im Metallbauerhandwerk Teil 3 und 4 -
Qualifizierung in den Bereichen Rechnungswesen;
Controlling; wirtschaftliches Handeln; Recht und Steuern;
Berufs- und Arbeitspädagogik",2010,,"1076,94",
Adendorfer Agrargenossenschaft e.G.,"""Qualifizierung am Computer""
(Vermittlung von Kenntnissen im Bereich PC-
Grundlagen/Microsoft-Anwendersoftware)",2008,2009,"1386,84","1386,84"
Adrian Henke,"Trainer Ausbildung Neurolinguistisches Programmieren -
Practitioner und Master",2013,,"4110,4",
Adrian Rabe,Zusatzkompetenzen Meister,2014,,1068,
Advanced Packaging Films GmbH,Fremdausbildung,2009,2010,4500,4500
Advanced Packaging Films GmbH,Fremdausbildung Bürokauffrau,2009,2011,"2910,6","2910,6"
advanto Consulting GmbH,Innovationsmanager,2011,2014,48000,48000
advanto Software GmbH,Geschäftsprozessmanagement mit ADONIS,2012,,"691,65",
advanto Software GmbH,ITIL Schulung,2012,,"1200,73",
advanto Software GmbH,Innovationsassistent,2013,,"31866,9",
advanto Software GmbH,"TC5-K02 Kompakt, Führungskräftetraining, ADO.NET,
Debugging-Techniken in .NET, Business Analyse, Service
Desk, Requirements Analysis, Selbst- und Zeitmanagement,
SQL-Server",2013,2014,"11235,33","11235,33"
advanto Software GmbH,Telefontraining Service Desk nach ITIL,2012,,"1063,73",
advanto Software GmbH,WCF Schulung,2012,,"1208,19",
advanto Software GmbH,"Weiterbildung in dem Bereich Betriebswirtschaft sowie
Software-Schulungen",2014,,"24990,17",
Advent-Kindergarten e.V.,Berufliche Erprobung im Unternehmen,2014,,15840,
"Advent-Wohlfahrtswerk Seniorenheim
Friedensau e.V.",Berufliche Erprobung im Unternehmen,2014,,11880,
"Advent-Wohlfahrtswerk Seniorenheim
Friedensau e.V.",Berufliche Erprobung im Unternehmen,2014,,11880,
"Advent-Wohlfahrtswerk Seniorenheim
Friedensau e.V.",Berufliche Erprobung im Unternehmen,2013,,11880,
"Advent-Wohlfahrtswerk Seniorenheim
Friedensau e.V.",Berufliche Erprobung im Unternehmen,2014,,13860,
"Advent-Wohlfahrtswerk Seniorenheim
Friedensau e.V.",Berufliche Erprobung im Unternehmen,2014,,15840,
"ADVITAX
Steuerberatungsgesellschaft mbH",Qualifizierung im Bereich Steuerrecht,2014,,9958,
"ADÜTEC GmbH Armaturen-Düsen-
Tech",Innovationsassistent,2010,2015,0,0
AEB GmbH,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,15840,
"AEM - Anhaltische
Elektromotorenwerk Dessau GmbH",EdgeCAM- und Vericut-Schulung,2013,2013,"4767,27","4767,27"
"AEM - Anhaltische
Elektromotorenwerk Dessau GmbH",EdgeCam - Schulung,2013,2013,"2649,79","2649,79"
"AEM - Anhaltische
Elektromotorenwerk Dessau GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008,2012,8450,8450
"AEM - Anhaltische
Elektromotorenwerk Dessau GmbH","Grundlagenkurs TruLaser, Programmierkurs TruTops,
Programmierkurs TruTops Technologie",2013,2013,"2562,04","2562,04"
"AEM - Anhaltische
Elektromotorenwerk Dessau GmbH",Infrarot-Thermografie (TT) Stufe 1,2014,,"2600,73",
"AEM - Anhaltische
Elektromotorenwerk Dessau GmbH",Zustandsorientierte Maschinenüberwachung,2013,,"2127,52",
"AEM Anhaltische Elektromotorenwerk
Dessau GmbH","Fremdausbildung Konstruktions- u. Zerspanungsmechaniker,
Elektronikerin / ZQ Staplerlehrgang",2013,,"10148,6",
"AEM Anhaltische Elektromotorenwerk
Dessau GmbH","Fremdausbildung Konstruktions- und
Zerspanungsmechaniker",2014,,2940,
"AEM Anhaltische Elektromotorenwerk
Dessau GmbH",Fremdausbildung Zerspanungsmechaniker,2012,2014,"6100,5","6100,5"
"AFD Armaturen Fertigungs- und
Dienstleistungs GmbH","Qualifizierungsmanagement ISO 9001: 2008, Revisionierung
Norm ISO 17021/ Quali-RL",2008,2010,"7960,5","7960,5"
"AFD Armaturen Fertigungs- und
Dienstleistungs GmbH","Weiterbildung zu OHSAS, REACh-Verordnung und GHS",2009,2010,12936,12936
AFG Agrofol GmbH,Fremdausbildung Schaffung Ausbildungsplatz,2008,2008,4125,4125
"AFG Arbeitsförderungsgesellschaft
Harz mbH","""Radwandern im Harz - Verbesserung der Verbindungen von
Rad- und Wanderwegen, Gestaltung von Aussichtspunkten""",2008,,"198126,9",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Erlebnisradwege ""Auf den Straßen der Romanik zu den
Gartenträumen""",2008,,"517584,62",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Erweiterung des Serviceangebotes zum Wandertourismus
durch Mitarbeit am länderübergreifenden Projekt Harzer
Wandernadel als Beitrag für eine Gesundheitsregion Harz",2010,,"16545,8",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Fortführung der Unterstützung bei der Gestaltung des
historischen Tiergartens der Stadt Wernigerode im Kontext
mit dem Landesprojekt ""Gartenträume""",2012,,"69388,01",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Gestaltung des barrierefreien Zugangs des Umfeldes des
Rohrteiches bei Drübeck als Ergänzung touristischer
Radwanderangebote am Radfernweg R 1",2010,,"29057,44",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Gestaltung eines Schausägewerks, Ergänzung für den
Tourismus in der Stadt Oberharz am Brocken",2011,,"80649,66",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Gestaltung eines kombinierten Rad- Wanderweges als
Rundweg um die Rappbodetalsperre",2010,,"96392,38",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Mobile Umweltwerkstatt Harz- Mitarbeit bei der Umsetzung
lokaler Projekte im Rahmen der Umsetzung der Agenda 21",2010,,"11734,21",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Naturschutz und Landschaftspflege im Harz - Erhaltung
wichtiger Naturpotenziale der touristischen
Regionalentwicklung - Fortführung",2012,,"44680,9",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Revitalisierung von Streuobstwiesen in Verbindung mit der
Gestaltung von Obstradwanderwegen als ergänzender
Tourismusbaustein rund um Huy und Fallstein",2010,,"121163,57",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Schlosspark und Gartenträume Blankenburg (Harz) -
Sicherung und weitere Steigerung der touristischen
Attraktivität",2010,,"43126,75",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Steinerne Zeugen der Vergangenheit- Unterstützung bei der
nachhaltigen Sicherung des kulturellen Erbes von
Kleindenkmalen im Landkreis Harz",2010,,"32623,87",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützende Maßnahmen zur Verbesserung der
touristischen Attraktivität des Tierparks Christianental der
Stadt Wernigerode",2010,,"24451,5",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützung bei der Gestaltung und historischen
Aufarbeitung der Schwedenschanze bei Stiege mit
Einbindung in das Oberharzer Wegesystem",2010,,"78202,74",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützung bei der Sicherung wertvoller Gärten und Parks
im Nordharz und deren Anbindung an das Landesprojekt
""Gartenträume"" und die touristischen Angebote der Region",2010,,"25972,43",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützung bei der weiteren Gestaltung des
Streuobstmuseums am Holtemme-Radweg",2012,,"24423,38",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützung bei derGestaltung des historischen Tiergartens
der Stadt Wernigerode im Kontext des Landespojektes
""Gartenträume""",2009,,"131210,13",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützung beim Aufbau eines Streuobstmuseums als
ergänzender Tourismusbaustein im Kontext des
Landesprojektes ""Straße der Romanik""",2009,,"124053,42",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Unterstützung von Freizeitaktivitätan im ökologischen
Zentrum der Domäne Wasserleben",2010,,"25153,71",
"AFG Arbeitsförderungsgesellschaft
Harz mbH","Verbesserung der touristischen Infrastruktur der Burg und
Festung Regenstein und ihres Umfeldes, Sichtbarmachung
der Anbindung an den Radfernweg R 1",2010,,"26843,34",
AFU Privates Bildungsinstitut GmbH,"Erfahrungen aus der Geschichte - für ein lebenswertes
Halberstadt heute und in der Zukunft - Spurensuche",2008,,"82636,45",
AFU Privates Bildungsinstitut GmbH,"Praktikumsmaßnahme zur Eingliederung am Arbeitsmarkt
benachteiligter Personen",2009,2012,"219311,49","219311,49"
AFU Privates Bildungsinstitut GmbH,"Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2014,,"196682,9",
AFU Privates Bildungsinstitut GmbH,"Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2008,2014,"206951,94","206951,94"
AFU Privates Bildungsinstitut GmbH,"Praktikumsmaßnahme zur beruflichen Eingliederung am
Arbeitsmarkt benachteiligter Personen",2012,2014,"248404,55","248404,55"
AGCO Hohenmölsen GmbH,Intensivsprachkurs für Englisch,2009,,"4859,5",
"Agentur für Technologietransfer und
Innovationsförderung GmbH Anhalt","Prozesssicherer Einsatz neuer Werkstoff-Kombinationen zur
Erhöhung der
technologischen Flexibilität in KMU (WerKoFlex)",2012,,"1100676,54",
Agentur JG Renate Jäger,"Geschäftsenglisch Business communication and
correspondence",2008,2010,"597,56","597,56"
AGENTUR KAPPA GmbH,General Management Seminar für Juniors,2008,2013,"3094,27","3094,27"
AGENTUR KAPPA GmbH,"Ideenmanagement und Kreativitätstechniken für Profis aus
Werbung, Marketing, Medien & Design",2008,2009,"2424,56","2424,56"
AGENTUR KAPPA GmbH,MAC OS X Server Essentials,2008,2011,"1564,35","1564,35"
AGENTUR KAPPA GMBH,"Mitarbeiterführung, Englisch, Unternehmensführung,
Werbetexte erstellen, Social Media, CSS 3, Wordvorlagen,
Adobe Photoshop professionell, APP-Entwicklung",2014,,28750,
AGENTUR KAPPA GmbH,Ziel- und lösungsorientierte Gesprächsführung,2008,2011,"13032,71","13032,71"
"agentur kompass - private
Arbeitsvermittlung","Business communication and correspondence
Befähigung zur sicheren und situationsgerechten Anwendung
der englischen
Sprache im Beruf",2009,2011,"856,2","856,2"
Agneta Behrens,Business Englisch,2014,,4050,
Agrar GmbH Großalsleben,Fremdausbildung Landwirt,2009,2010,"1559,25","1559,25"
Agrar GmbH Holleben,Qualifizierung im Bereich Personalentwicklung,2010,,800,
"Agrar GmbH Jeetze Kalbescher
Werder",Zusatzqualifikation Führerschein Klasse T,2013,2015,0,0
"Agrar GmbH Jeetze Kalbescher
Werder",Zusatzqualifikation Führerschein Klasse T,2009,2015,0,0
"Agrar GmbH Jeetze Kalbescher
Werder","Zusatzqualifikation Führerschein Klasse T für die Ausbildung
zum Landwirt",2011,,0,
"Agrar-Erzeugergemeinschaft
Abbendorf eG",Zusatzqualifikation Führerschein Klasse T,2010,2015,0,0
Agrar-Genossenschaft Amesdorf eG,Führerscheinerwerb Klasse T für Landwirt,2009,2015,0,0
Agrar-Genossenschaft Amesdorf eG,"Zuatzqualifikation ""Führerschein Klasse T""",2013,,0,
Agrar-Genossenschaft Elbeland eG,Elektrofachkraft für Biogasanlagen,2014,,1390,
Agrar-Genossenschaft Elbeland eG,Führerschein Klasse T,2014,,"759,07",
Agrar-Genossenschaft Elbeland eG,Zusatzqualifikation Erwerb des Führerscheins Klasse T,2010,2011,"462,5","462,5"
Agrarbetrieb Dessau-Mildensee,Zusatzqualifikation Führerschein Klasse T,2009,2010,"291,67","291,67"
Agrarbetrieb Grüne Aue e.G. Battin,1x Zusatzqualifikation Führerschein Klasse T,2012,2013,500,500
"Agrarbetrieb Milch u. Fleisch e.G. Bad
Schmiedeber",Zusatzqualifikation Führerschein Klasse T,2009,2015,0,0
"Agrarbetrieb Milch u. Fleisch e.G. Bad
Schmiedeber",Zusatzqualifikation Führerschein Klasse T,2010,2011,"421,15","421,15"
Agrargen. Cobbelsdorf eG,Fahrschule Klasse T,2009,2010,"350,13","350,13"
Agrargen. Uchtdorf eG,Erwerb Führerschein Klasse T,2010,2011,500,500
Agrargen. Uchtdorf eG,Zusatzqualifikation 2 x Erwerb des Führerscheins Klasse T,2011,2013,500,500
"Agrargenossenschaft ""Altmärkische
Höhe"" eG","Servicetechniker für Land- und Baumaschinen, Block 1 und 2",2014,,"5564,02",
"Agrargenossenschaft ""Dr. Schultz-
Lupitz""","Fremdausbildung Landwirt / Zusatzqualifikation Führerschein
Klasse T",2009,2010,"381,94","381,94"
"Agrargenossenschaft ""Elbniederung""
Eutzsch e. G.","Qualifizierung der Mitarbeiter in der Landwirtschaft:
Softwareanwendung, Transport- und Fahrsicherheitstraining
Motorkettensägen, Umweltschutz und Qualitätsmanagement",2009,,"32045,84",
"Agrargenossenschaft ""Fortschritt"" eG",Zusatzqualifikation Fahrschulausbildung Klasse T,2009,2010,500,500
Agrargenossenschaft Bellingen eG,Zusatzqualifikation Führerschein Klasse T,2011,2011,290,290
Agrargenossenschaft Bellingen eG,Zusatzqualifikation Führerschein Klasse T,2010,2010,"297,5","297,5"
Agrargenossenschaft Bellingen eG,"Zusatzqualifikation Führerschein Klasse T für die Ausbildung
zum Landwirt",2013,2014,500,500
Agrargenossenschaft Bertkow eG,Zusatzqualifikation Führerschein Klasse T,2009,2015,0,0
Agrargenossenschaft Bonese eG,Zusatzqualifikation Führerschein Klasse T,2011,2015,0,0
Agrargenossenschaft e.G. Kropstädt,"Mitarbeiterqualifizierung in den Bereichen EDV-Einsatz,
Ackertagebuch, Buchhaltungssystem FINA 2000,
Prozessoptimierung und Qualitätsmanagement",2009,,"19880,88",
Agrargenossenschaft Emden e.G.,Führerschein Klasse T,2010,2011,"483,28","483,28"
Agrargenossenschaft Emden e.G.,Zusatzquali/ Führerschein,2009,2015,0,0
"Agrargenossenschaft Fischbeck
Schwarzbuntzucht eG",Führerschein Klasse T,2009,2010,"441,9","441,9"
"Agrargenossenschaft Fischbeck
Schwarzbuntzucht eG",Zusatzqualifikation Führerschein Klasse T,2011,2012,"299,84","299,84"
Agrargenossenschaft Freckleben eG,Zusatzqualifikation Führerschein Klasse T,2010,2011,500,500
Agrargenossenschaft Gleina eG,2 x Zusatzqualifikation Führerschein Klasse T,2014,,1000,
Agrargenossenschaft Hobeck eG,Zusatzquali/ Führerschein,2009,2010,"409,4","409,4"
"Agrargenossenschaft Hohenseeden
eG",1x Zusatzqualifikation Führerschein Klasse T,2012,2013,"387,94","387,94"
Agrargenossenschaft Holzdorf e.G.,IT-Fachkraft für Dokumentation in der Landwirtschaft,2012,,"5809,05",
Agrargenossenschaft Holzdorf e.G.,"Personalentwicklung zur Schaffung neuer Arbeitsplätze und
zum Erhalt bestehender Arbeitsplätze",2008,2011,"48022,78","48022,78"
Agrargenossenschaft Höhnstedt eG,1x Zusatzqualifikation Führerschein Klasse T,2014,,"416,32",
Agrargenossenschaft Höhnstedt eG,Zusatzquali/ Führerschein T,2009,2010,250,250
"Agrargenossenschaft Krevese-
Drüsedau eG",Zusatzqualifikation Führerschein Klasse T,2009,2010,500,500
Agrargenossenschaft Leppin eG,1x Zusatzqualifikation Führerschein Klasse T,2012,2013,"432,5","432,5"
Agrargenossenschaft Leppin eG,Zusatzqualifikation Führerschein Klasse T,2010,2010,500,500
Agrargenossenschaft Löberitz eG,FührerscheinKlasse T,2013,2014,"447,82","447,82"
"Agrargenossenschaft Lückstedt
Altmärkische Höhe eG",Erwerb Führerscheinklasse T,2010,,0,
"Agrargenossenschaft Lückstedt
Altmärkische Höhe eG",Führerscheinerwerb Klasse T,2009,2010,500,500
"Agrargenossenschaft Lückstedt
Altmärkische Höhe eG",Zusatzqualifikation 2 x Erwerb des Führerscheins Klasse  T,2011,2012,1000,1000
Agrargenossenschaft Meuro eG,Führerschein Klasse T,2012,2013,"418,73","418,73"
Agrargenossenschaft Meuro eG,Führerscheinerwerb Klasse T,2009,2010,"472,7","472,7"
Agrargenossenschaft Mühlanger e.G.,Zusatzqualifikation Führerschein Klasse T,2010,2011,500,500
Agrargenossenschaft Pretzsch eG,Führerscheinerwerb Klasse T,2009,2010,"466,55","466,55"
"Agrargenossenschaft
Rothenschirmbach eG",Fürherscheinerwerb Klasse T,2009,2010,1000,1000
Agrargenossenschaft Schopsdorf eG,Zusatzquali/ Führerschein,2009,2010,"338,92","338,92"
Agrargenossenschaft Schopsdorf eG,Zusatzqualifikation Führerschein Klasse T,2011,,0,
"Agrargenossenschaft Schwarz-
buntzucht Jeggeleben eG",Zusatzqualifikation Erwerb des Führerscheins Klasse T,2011,,0,
Agrargenossenschaft Solpke eG,Führerscheinerwerb Klasse T,2009,2010,"336,32","336,32"
Agrargenossenschaft Trebitz e.G.,Führerscheinerwerb Klasse T,2010,2010,"483,9","483,9"
Agrargenossenschaft Trebitz e.G.,Software-Schulung,2012,,24000,
Agrargenossenschaft Trebitz e.G.,Weiterbildung - DLG Herdenmanagement-Milchvieh,2012,,"2775,87",
Agrargenossenschaft Trebitz e.G.,Zusatzqualifikation Erwerb des Führerscheins Klasse T,2010,2015,0,0
Agrargenossenschaft Trebitz e.G.,Zusatzqualifikation Erwerb des Führerscheins Klasse T,2011,2012,"442,93","442,93"
Agrargenossenschaft Wiederstedt eG,Erwerb Führerschein Klasse T für Landwirt,2009,2010,500,500
Agrargenossenschaft Wiederstedt eG,Zusatzqualifikation Führerschein Klasse T,2010,2010,"294,82","294,82"
Agrargenossenschaft Zerben eG,"Zusatzqualifikation Führerschein Klasse T für die Ausbildung
zum Landwirt",2011,2012,"444,13","444,13"
Agrarges. Siedenlangenbeck mbH,Zusatzqualifikation - Führerschein Klasse T,2012,,0,
Agrargesell. mbH u. Co KG Riestedt,Zusatzquali/ Fahrschule,2009,2015,0,0
Agrargesellschaft Großwilsdorf mbH,Erstqualifikation Berufskraftfahrerweiterbildung nach BKrFQG,2014,2014,368,368
"Agrargesellschaft mbH Mochau-
Schmilkendorf","Mitarbeiterqualifizierung in den Bereichen EDV-Einsatz,
Ackertagebuch, Buchhaltungssystem FINA 2000,
Prozessoptimierung und Qualitätsmanagement",2009,,"14117,6",
Agrargesellschaft mbH Schlagenthin,"Zusatzqualifikation Führerschein Klasse T für die Ausbildung
zum Landwirt",2011,,0,
Agrargesellschaft Ostharz mbH,Fremdausbildung Landwirt,2010,2015,0,0
Agrargesellschaft Ostharz mbH,Verbundausbildung,2009,2010,2310,2310
Agrargesellschaft Prießnitz mbH,Fortbildung Herdenmanagement (Modul 1 bis 3),2013,,"5438,8",
Agrargesellschaft Prießnitz mbH,Zusatzqualifikation Führerschein Klasse T,2009,2010,500,500
Agrargesellschaft Prießnitz mbH,"Zusatzqualifikation Führerschein Klasse T für die Ausbildung
zur Landwirtin",2012,2013,500,500
Agrarprodukte Milzau GmbH,Erwerb Führerscheinklasse T,2009,2010,307,307
"Agrarproduktion GbR Hartmut Bethge
und W",Zusatzqualifikation Führerschein Klasse T 1 x männlich,2010,2015,0,0
