Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu;Dofinansowanie z EU;Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
Aktywizacja osÛb w wieku 30 lat i powyøej pozostajπcych bez pracy w m.st. Warszawa (I);M.ST. WARSZAWA/ URZ•D PRACY M.ST. WARSZAWY;8272428.22;6617942.57;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie poznaÒskim (I);POWIAT POZNA—SKI/POWIATOWY URZ•D PRACY W POZNANIU;7792677.00;6567668.18;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Ostro≥Íka i powiecie ostro≥Íckim (II);POWIAT OSTRO£ CKI/POWIATOWY URZ•D PRACY W OSTRO£ CE;7744216.60;6526825.75;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kieleckim (II);POWIAT KIELECKI/POWIATOWY URZ•D PRACY W KIELCACH;7092066.00;6516899.45;Nie;praca i integracja spo≥eczna;Nie
"""Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w CzÍstochowie (II)""";MIASTO CZ STOCHOWA / POWIATOWY URZ•D PRACY W CZ STOCHOWIE;7661661.12;6512411.95;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Lublin (II);GMINA LUBLIN / MIEJSKI URZ•D PRACY W LUBLINIE;7071198.75;6497724.53;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Lublin (I);GMINA LUBLIN / MIEJSKI URZ•D PRACY W LUBLINIE;6998600.00;6431100.00;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w Bydgoszczy i powiecie bydgoskim (I);MIASTO BYDGOSZCZ, POWIAT BYDGOSKI/POWIATOWY URZ•D PRACY W BYDGOSZCZY;7298713.36;6203886.36;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wo≥omiÒskim (II);POWIAT WO£OMI—SKI / POWIATOWY URZ•D PRACY W WO£OMINIE;7208442.60;6075275.42;Nie;praca i integracja spo≥eczna;Nie
Pomys≥ na siebie - EFS;KOMENDA G£”WNA OCHOTNICZYCH HUFC”W PRACY;7205000.00;6050000.58;Nie;praca i integracja spo≥eczna;Tak
Plan Dzia≥aÒ Pomocy Technicznej RPO WO 2014-2020 na 2016r.;WOJEW”DZKI URZ•D PRACY W OPOLU;7033400.00;5978390.00;Nie;brak;Nie
Projekt planu zagospodarowania przestrzennego Polskich ObszarÛw Morskich w skali 1:200 000;URZ•D MORSKI W GDYNI;7019500.00;5916034.60;Nie;administracja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Powiecie Nowosπdeckim (II);POWIAT NOWOS•DECKI/POWIATOWY URZ•D PRACY DLA POWIATU NOWOS•DECKIEGO;6364434.00;5848278.40;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie ZamoúÊ i powiecie zamojskim (II);MIASTO ZAMOå∆/POWIATOWY URZ•D PRACY W ZAMOåCIU;6332532.00;5818963.64;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie p≥ockim (II);POWIAT P£OCKI / POWIATOWY URZ•D PRACY W P£OCKU;6864186.70;5785136.55;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie inowroc≥awskim (II);POWIAT INOWROC£AWSKI/POWIATOWY URZ•D PRACY W INOWROC£AWIU;6281870.00;5772410.00;Nie;praca i integracja spo≥eczna;Nie
Sprawne zarzπdzanie i wdraøanie RPO WK-P 2014-2020 na 2015 rok;WOJEW”DZTWO KUJAWSKO-POMORSKIE;6708097.00;5701882.45;Nie;brak;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†wroc≥awskim†(I)†oraz†powiecie†m. Wroc≥aw†(I) ;POWIAT WROC£AWSKI, POWIAT M. WROC£AW/POWIATOWY URZ•D PRACY WE WROC£AWIU;6165800.00;5665900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie inowroc≥awskim (I);POWIAT INOWROC£AWSKI/POWIATOWY URZ•D PRACY W INOWROC£AWIU;6148900.00;5650400.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†k≥odzkim†(†I†) ;POWIAT K£ODZKI/POWIATOWY URZ•D PRACY W K£ODZKU;6133700.00;5636400.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 roku øycia w mieúcie Elblπgu i powiecie elblπskim;GMINA MIASTO ELBL•G/POWIATOWY URZ•D PRACY W ELBL•GU;6621570.00;5628334.50;Nie;praca i integracja spo≥eczna;Tak
OWES subregionu po≥udniowego;"STOWARZYSZENIE ""BIELSKIE CENTRUM PRZEDSI BIORCZOåCI""";6605464.42;5614644.75;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie jaros≥awskim (II);POWIAT JAROS£AWSKI/POWIATOWY URZ•D PRACY W JAROS£AWIU;6108573.41;5613339.09;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ostrowskim (II);POWIAT OSTROWSKI/POWIATOWY URZ•D PRACY W OSTROWI MAZOWIECKIEJ;6650015.00;5604632.64;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bia≥ostockim i powiecie miasto Bia≥ystok (II);POWIAT BIA£OSTOCKI/POWIATOWY URZ•D PRACY W BIA£YMSTOKU;6624434.00;5583073.00;Nie;praca i integracja spo≥eczna;Tak
"Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie krakowskim ""I""- ""LubiÍ to""";POWIAT KRAKOWSKI - URZ•D PRACY POWIATU KRAKOWSKIEGO;6043700.00;5553700.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bia≥ostockim i powiecie miasto Bia≥ystok (I);POWIAT BIA£OSTOCKI/POWIATOWY URZ•D PRACY W BIA£YMSTOKU;6536700.00;5509500.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w przemyskim (I);MIASTO PRZEMYåL/POWIATOWY URZ•D PRACY W PRZEMYåLU;5989967.00;5504244.90;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy na terenie Gminy Miejskiej KrakÛw (II);GMINA MIEJSKA KRAK”W - GRODZKI URZ•D PRACY W KRAKOWIE;5954391.58;5471490.42;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Bytomiu (I);MIASTO BYTOM/POWIATOWY URZ•D PRACY W BYTOMIU;6484499.26;5465399.26;Nie;praca i integracja spo≥eczna;Nie
Plan Dzia≥aÒ na rok 2015 w ramach Osi Priorytetowej XIII Pomoc Techniczna Dzia≥anie 13.1 Pomoc Techniczna- WRR;WOJEW”DZTWO åL•SKIE;6383254.12;5425766.00;Nie;brak;Nie
160 FIRM NA START;AGENCJA ROZWOJU REGIONALNEGO W STARACHOWICACH;6319799.20;5371829.32;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER dla Ministerstwa Rodziny, Pracy i Polityki Spo≥ecznej na rok 2016;MINISTERSTWO RODZINY, PRACY I POLITYKI SPO£ECZNEJ;6363400.00;5363073.52;Nie;brak;Nie
Pomoc techniczna PO WER dla Narodowego Centrum BadaÒ i Rozwoju na rok 2016;NARODOWE CENTRUM BADA— I ROZWOJU;6346430.00;5348771.20;Nie;brak;Nie
Informacja i promocja WRPO 2014-2020 w latach 2015-2023 - WUP w Poznaniu;SAMORZ•D WOJEW”DZTWA WIELKOPOLSKIEGO;6264654.00;5324955.90;Nie;brak;Nie
RozwÛj profilaktyki onkologicznej wúrÛd kobiet realizowany przez Oúrodek Profilaktyki i Epidemiologii NowotworÛw S.A. na terenie ca≥ej Wielkopolski;OåRODEK PROFILAKTYKI I EPIDEMIOLOGII NOWOTWOR”W IM. ALINY PIENKOWSKIEJ SP”£KA AKCYJNA;6245976.33;5309079.88;Nie;brak;Nie
Podnoszenie kwalifikacji pracownikÛw oraz wsparcie funkcjonowania UMWP w Rzeszowie w realizacji RPO WP w 2016 r.;WOJEW”DZTWO PODKARPACKIE;6230000.00;5295500.00;Nie;administracja;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie inowroc≥awskim (I);POWIAT INOWROC£AWSKI/POWIATOWY URZ•D PRACY W INOWROC£AWIU;6155634.28;5232319.09;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie zgierskim (I);POWIAT ZGIERSKI / POWIATOWY URZ•D PRACY W ZGIERZU;5691000.00;5229460.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie ZamoúÊ i powiecie zamojskim (I);MIASTO ZAMOå∆/POWIATOWY URZ•D PRACY W ZAMOåCIU;5687100.00;5226000.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie jaros≥awskim (I);POWIAT JAROS£AWSKI/POWIATOWY URZ•D PRACY W JAROS£AWIU;5684792.59;5223755.91;Nie;praca i integracja spo≥eczna;Nie
Mobilny i aktywny kapita≥ ludzki w powiatach malborskim i sztumskim - aktywizacja spo≥eczno-zawodowa;MIASTO MALBORK;6143999.99;5222399.99;Nie;brak;Tak
"""Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie limanowskim (II)""";POWIAT LIMANOWSKI/POWIATOWY URZ•D PRACY W LIMANOWEJ;5635838.36;5178771.86;Nie;praca i integracja spo≥eczna;Nie
Zatrudnienie pracownikÛw zaangaøowanych w RPO WL;LUBELSKA AGENCJA WSPIERANIA PRZEDSI BIORCZOåCI W LUBLINIE;6088800.00;5175480.00;Nie;brak;Nie
"""Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie tarnowskim i m. TarnÛw (II) MÛj rozwÛj, moja szansaî";GMINA MIASTA TARNOWA - POWIATOWY URZ•D PRACY W TARNOWIE;6072515.86;5161638.48;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kroúnieÒskim (I);POWIAT KROåNIE—SKI / POWIATOWY URZ•D PRACY W KROåNIE;5588300.00;5135210.36;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie M.GdaÒsk i gdaÒskim (I);POWIAT MIASTA GDA—SK / POWIATOWY URZ•D PRACY W GDA—SKU;6041454.50;5091737.85;Nie;praca i integracja spo≥eczna;Tak
Dzia≥ania XII.4 - Informacja i promocja;WOJEW”DZTWO £”DZKIE;5985000.00;5087250.00;Nie;brak;Nie
Przygotowanie, przetestowanie i wdroøenie do systemu opieki zdrowotnej organizacji opieki koordynowanej (OOK) ñ Etap I Opracowanie modeli zintegrowanej/koordynowanej opieki zdrowotnej dla Polski;NARODOWY FUNDUSZ ZDROWIA;6000000.00;5056800.00;Nie;ochrona zdrowia;Nie
Aktywizacja osÛb m≥odych pozostajacych bez pracy w powiecie k≥odzkim (II);POWIAT K£ODZKI/POWIATOWY URZ•D PRACY W K£ODZKU;5448348.00;5006487.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†przemyskim†(II);MIASTO PRZEMYåL/POWIATOWY URZ•D PRACY W PRZEMYåLU;5446683.00;5004957.10;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wa≥brzyskim ziemskim i wa≥brzyskim grodzkim (II);POWIAT WA£BRZYSKI/ POWIATOWY URZ•D PRACY W WA£BRZYCHU;5340585.00;4907464.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w gminie Miasto Kielce (I);GMINA MIASTO KIELCE/MIEJSKI URZ•D PRACY W KIELCACH;5316500.00;4885400.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bialskim i mieúcie Bia≥a Podlaska (II);POWIAT BIALSKI/POWIATOWY URZ•D PRACY W BIA£EJ PODLASKIEJ;5291039.43;4861936.12;Nie;praca i integracja spo≥eczna;Tak
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych we W≥oc≥awku i powiecie w≥oc≥awskim (II);MIASTO W£OC£AWEK, POWIAT W£OC£AWSKI/POWIATOWY URZ•D PRACY WE W£OC£AWKU;5714849.00;4857621.65;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie oúwiÍcimskim (I);POWIAT OåWI CIMSKI/POWIATOWY URZ•D PRACY W OåWI CIMIU;5218224.01;4795026.04;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie przysuskim (II);POWIAT PRZYSUSKI/POWIATOWY URZ•D PRACY W PRZYSUSZE;5684987.50;4791307.47;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Bydgoszczy i powiecie bydgoskim (II);MIASTO BYDGOSZCZ, POWIAT BYDGOSKI/POWIATOWY URZ•D PRACY W BYDGOSZCZY;5173788.23;4754194.17;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Bytomiu (II);MIASTO BYTOM/POWIATOWY URZ•D PRACY W BYTOMIU;5604325.30;4723325.30;Nie;praca i integracja spo≥eczna;Nie
Aktywny powiat cieszyÒski - program aktywizacji spo≥eczno-zawodowej w obszarze pomocy spo≥ecznej;POWIAT CIESZY—SKI;5528462.59;4699193.20;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie ostrowieckim (I);POWIAT OSTROWIECKI/ POWIATOWY URZ•D PRACY W OSTROWCU åWI TOKRZYSKIM;5088423.90;4675752.73;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie gorlickim (I);POWIAT GORLICKI/POWIATOWY URZ•D PRACY W GORLICACH;5047658.08;4638293.01;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie dÍbickim (I);POWIAT D BICKI/POWIATOWY URZ•D PRACY W D BICY;5013128.00;4606606.15;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Grudziπdzu i powiecie grudziπdzkim (I);MIASTO GRUDZI•DZ, POWIAT GRUDZI•DZKI/POWIATOWY URZ•D PRACY W GRUDZI•DZU;4998595.80;4593281.17;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie che≥mskim i mieúcie Che≥m (I);POWIAT CHE£MSKI / POWIATOWY URZ•D PRACY W CHE£MIE;4997300.00;4592100.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie che≥mskim i mieúcie Che≥m (II);POWIAT CHE£MSKI/POWIATOWY URZ•D PRACY W CHE£MIE;4988878.00;4584279.98;Nie;praca i integracja spo≥eczna;Tak
Dzia≥anie XII.1 - Potencja≥ Instytucji;WOJEW”DZTWO £”DZKIE;5376878.00;4570346.30;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w gminie Miasto Kielce (II);GMINA MIASTO KIELCE/MIEJSKI URZ•D PRACY W KIELCACH;4962571.00;4560106.49;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie mieleckim (II);POWIAT MIELECKI/POWIATOWY URZ•D PRACY W MIELCU;4946489.00;4545329.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie skarøyskim (I);POWIAT SKARØYSKI/POWIATOWY URZ•D PRACY W SKARØYSKU-KAMIENNEJ;4944560.19;4543556.36;Nie;praca i integracja spo≥eczna;Nie
Wsparcie Zarzπdzania i wdraøania. Komunikacja i badania w 2015 roku;WOJEW”DZTWO LUBUSKIE - URZ•D MARSZA£KOWSKI WOJEW”DZTWA LUBUSKIEGO;5339797.83;4538827.17;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bialskim i mieúcie Bia≥a Podlaska (I);POWIAT BIALSKI/POWIATOWY URZ•D PRACY W BIA£EJ PODLASKIEJ;4910200.00;4512100.00;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych we W≥oc≥awku i powiecie w≥oc≥awskim (I);MIASTO W£OC£AWEK, POWIAT W£OC£AWSKI/POWIATOWY URZ•D PRACY WE W£OC£AWKU;5271696.36;4480971.91;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja†osÛb†m≥odych†pozostajπcych†bez†pracy†w†powiecie†wa≥brzyskim†ziemskim†i wa≥brzyskim†grodzkim†(I) ;POWIAT WA£BRZYSKI/ POWIATOWY URZ•D PRACY W WA£BRZYCHU;4875400.00;4480100.00;Nie;praca i integracja spo≥eczna;Tak
Oúrodek Wsparcia Ekonomii Spo≥ecznej Subregionu Zachodniego;CENTRUM ROZWOJU INICJATYW SPO£ECZNYCH;5237117.00;4451549.45;Nie;brak;Tak
Aktywizacj osÛb m≥odych pozostajπcych bez pracy w powiecie p≥oÒskim (II);POWIAT P£O—SKI / POWIATOWY URZ•D PRACY W P£O—SKU;5250480.70;4425105.14;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w mieúcie Opolu i powiecie opolskim (I).;MIASTO OPOLE/ POWIATOWY URZ•D PRACY W OPOLU;5205900.00;4425015.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie s≥upskim i mieúcie S≥upsk (I);POWIAT S£UPSKI / POWIATOWY URZ•D PRACY W S£UPSKU;5236250.00;4413111.50;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Sosnowiec (I);MIASTO SOSNOWIEC / POWIATOWY URZ•D PRACY W SOSNOWCU;5232700.00;4410300.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie krakowskim - LUBI  TO (II);POWIAT KRAKOWSKI/ URZ•D PRACY POWIATU KRAKOWSKIEGO;4797946.78;4408833.29;Nie;praca i integracja spo≥eczna;Nie
Pomoc techniczna PO WER dla WojewÛdzkiego UrzÍdu Pracy w Katowicach na rok 2016;WOJEW”DZKI URZ•D PRACY W KATOWICACH;5210387.00;4391314.16;Nie;brak;Nie
Plan Dzia≥aÒ na rok 2015 w ramach Osi Priorytetowej XIII Pomoc Techniczna Dzia≥ania 13.1 Pomoc Techniczna - WFR;WOJEW”DZTWO åL•SKIE;5140100.00;4369085.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie sierpeckim (II);POWIAT SIERPECKI/POWIATOWY URZ•D PRACY W SIERPCU;5183795.50;4368902.84;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie przeworskim (II);POWIAT PRZEWORSKI/POWIATOWY URZ•D PRACY W PRZEWORSKU;4739199.00;4354850.00;Nie;praca i integracja spo≥eczna;Nie
Polityki publiczne europejskiej jakoúci;SIE∆ WSPIERANIA ORGANIZACJI POZARZ•DOWYCH SPLOT;4555880.59;4295739.81;Nie;wspÛ≥praca miÍdzynarodowa;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wadowickim (I);POWIAT WADOWICKI - POWIATOWY URZ•D PRACY W WADOWICACH;4629124.00;4253702.04;Nie;praca i integracja spo≥eczna;Nie
Drogowskaz;MIASTO ZABRZE;5000000.00;4250000.00;Nie;brak;Nie
Partnerstwo na rzecz aktywnej integracji w powiecie zawierciaÒskim;POWIAT ZAWIERCIA—SKI;4999999.61;4249999.67;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie mieleckim (I);POWIAT MIELECKI/POWIATOWY URZ•D PRACY W MIELCU;4620200.00;4245600.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych w powiecie M. GdaÒsk i gdaÒskim (I);POWIAT MIASTA GDA—SK / POWIATOWY URZ•D PRACY W GDA—SKU;4992050.83;4243243.21;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja zawodowa osÛb bezrobotnych powyøej 30 roku øycia ñ znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie k≥odzkim II.;POWIAT K£ODZKI/POWIATOWY URZ•D PRACY W K£ODZKU;4986024.00;4238120.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie rzeszowskim (I);POWIAT RZESZOWSKI/POWIATOWY URZ•D PRACY W RZESZOWIE;4971740.00;4225979.00;Nie;praca i integracja spo≥eczna;Tak
Kszta≥cenie na studiach doktoranckich: Opracowanie programÛw studiÛw doktoranckich o zrÛønicowanych profilach;MINISTERSTWO NAUKI I SZKOLNICTWA WYØSZEGO;5000000.00;4214000.00;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie s≥upskim i mieúcie S≥upsk ( II );POWIAT S£UPSKI / POWIATOWY URZ•D PRACY W S£UPSKU;4992149.30;4207383.43;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie jasielskim (II);POWIAT JASIELSKI / POWIATOWY URZ•D PRACY W JAåLE;4575872.00;4204769.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w Mieúcie Gliwice i Powiecie Gliwickim (I);MIASTO GLIWICE/POWIATOWY URZ•D PRACY W GLIWICACH;4944100.00;4167100.00;Nie;praca i integracja spo≥eczna;Tak
Skutecznie wspieramy potencja≥ zawodowy kadr medycznych!;"AGENCJA US£UG OåWIATOWYCH ""OMNIBUS"" SP. Z O.O.";4931530.62;4156294.00;Nie;nauka i edukacja;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie jasielskim (I);POWIAT JASIELSKI / POWIATOWY URZ•D PRACY W JAåLE;4521700.00;4155116.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 30 roku øycia pozostajπcych bez pracy w powiecie wa≥brzyskim ziemskim i wa≥brzyskim grodzkim (II);POWIAT WA£BRZYSKI/ POWIATOWY URZ•D PRACY W WA£BRZYCHU;4887405.00;4154294.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w mieúcie Elblπgu i powiecie elblπskim (II);GMINA MIASTO ELBL•G/POWIATOWY URZ•D PRACY W ELBL•GU;4505700.46;4140288.15;Nie;praca i integracja spo≥eczna;Tak
Plan Dzia≥aÒ na rok 2015 w ramach Osi Priorytetowej XIII Pomoc Techniczna Dzia≥ania 13.1 Pomoc Techniczna - WFS;WOJEW”DZTWO åL•SKIE;4867000.00;4136950.00;Nie;brak;Nie
Razem Przeciw Ograniczeniom - WspÛ≥praca zapewni PracÍ (I);POWIAT BIA£OSTOCKI/POWIATOWY URZ•D PRACY W BIA£YMSTOKU;4862849.00;4133351.00;Nie;praca i integracja spo≥eczna;Tak
"Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie dπbrowskim (I) ""M≥odzi i Aktywni""";POWIAT D•BROWSKI / POWIATOWY URZ•D PRACY W D•BROWIE TARNOWSKIEJ;4497403.90;4132664.44;Nie;praca i integracja spo≥eczna;Nie
Bliøej rodziny i dziecka -wsparcie rodzin przeøywajπcych problemy opiekuÒczo- wychowawcze oraz wsparcie pieczy zastÍpczej;WOJEW”DZTWO OPOLSKIE/REGIONALNY OåRODEK POLITYKI SPO£ECZNEJ;4851210.60;4123529.01;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie garwoliÒskim (II);POWIAT GARWOLI—SKI/POWIATOWY URZ•D PRACY W GARWOLINIE;4886748.00;4118551.22;Nie;praca i integracja spo≥eczna;Nie
RozwÛj kompetencji zawodowych i kwalifikacji pielÍgniarek i po≥oønych poprzez kszta≥cenie podyplomowe organizowane przez WUM;WARSZAWSKI UNIWERSYTET MEDYCZNY;4886289.70;4118164.95;Nie;nauka i edukacja;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy we W≥oc≥awku i Powiecie W≥oc≥awskim (I);MIASTO W£OC£AWEK, POWIAT W£OC£AWSKI/POWIATOWY URZ•D PRACY WE W£OC£AWKU;4450600.00;4089700.00;Nie;praca i integracja spo≥eczna;Tak
Koordynacja i rozwÛj us≥ug adopcyjnych;WOJEW”DZTWO åL•SKIE;4800000.00;4080000.00;Nie;brak;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w mieúcie Opolu i powiecie opolskim (II).;MIASTO OPOLE/ POWIATOWY URZ•D PRACY W OPOLU;4792381.76;4073525.04;Nie;praca i integracja spo≥eczna;Nie
MOØESZ;STOWARZYSZENIE MONAR/ OåRODEK LECZENIA TERAPII I REHABILITACJI UZALEØNIE— W £ODZI;4740022.16;4029018.84;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w Grudziπdzu i powiecie grudziπdzkim (I);MIASTO GRUDZI•DZ, POWIAT GRUDZI•DZKI/POWIATOWY URZ•D PRACY W GRUDZI•DZU;4716400.00;4008940.00;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie miasto Szczecin;GMINA MIASTO SZCZECIN/POWIATOWY URZ•D PRACY W SZCZECINIE;4715320.00;4008022.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie lubartowskim (II);POWIAT LUBARTOWSKI/POWIATOWY URZ•D PRACY W LUBARTOWIE;4358839.29;4005337.41;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb m≥odych pozostajπcych bez pracy w powiecie ciechanowskim (II);POWIAT CIECHANOWSKI/POWIATOWY URZ•D PRACY W CIECHANOWIE;4751034.95;4004172.26;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie øuromiÒskim (II);POWIAT ØUROMI—SKI/POWIATOWY URZ•D PRACY W ØUROMINIE;4745082.50;3999155.54;Nie;praca i integracja spo≥eczna;Nie
Moje najwaøniejsze miejsce - rodzina;AGENCJA ROZWOJU MAZOWSZA S.A.;4998590.00;3998872.00;Nie;brak;Tak
