Name des Begünstigten,Ort,Bezeichnung des Vorhabens,Beginn des Vorhabens,Ende des Vorhabens,Gewährte öffentliche Beträge in EUR
"DAA Deutsche Angestellten Akademie
GmbH DAA Mittelhessen",Marburg,Ausbildung in den Gesundheitsfachberufen,24.08.2009 , 25.08.2011,"54.875,00"
"DAA Deutsche Angestellten Akademie
GmbH DAA Mittelhessen",Marburg,Ausbildung in den Gesundheitsfachberufen,30.08.2010 , 23.08.2012,"46.000,00"
"DAA Nordhessen Deutsche Angestellten-
Akademie GmbH",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"72.315,00"
"DAA Nordhessen Deutsche Angestellten-
Akademie GmbH",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"78.018,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"26.302,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"26.344,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"26.822,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"26.064,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"26.800,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"26.800,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"27.900,00"
"DAA Deutsche Angestellten Akademie
GmbH DAA Mittelhessen",Marburg,Ausbildung in den Gesundheitsfachberufen,30.08.2010 , 23.08.2012,"46.000,00"
"DAA Nordhessen Deutsche Angestellten-
Akademie GmbH",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"72.315,00"
"DAA Nordhessen Deutsche Angestellten-
Akademie GmbH",Kassel,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"78.018,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"26.302,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"26.344,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"26.822,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"26.064,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"26.800,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2013 , 31.07.2014,"26.800,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"27.900,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"27.900,00"
DB Mobility Logistics DB Training,Leipzig,Ausbildung in Partnerschaften,05.05.2008 , 28.02.2012,"47.627,00"
"Dekanatsstelle des Diakonischen Werkes in
Hessen und Nassau e.V.",Dillenburg,Perspektive II,01.01.2011 , 31.12.2013,"290.171,00"
"Dekanatsstelle des Diakonischen Werkes in
Hessen und Nassau e.V.",Dillenburg,Perspektive II,01.01.2014 , 31.12.2014,"88.500,00"
"Deutsche Blindenstudienanstalt e.V. -
Bildungs- und Hilfsmittelzentrum für Blinde
und Sehbehinderte",Marburg,Impulse der Arbeitsmarktpolitik,16.09.2013 , 31.12.2014,"86.300,00"
"Deutsche Gesellschaft für Ernährung e. V.
Sektion Hessen",Friedrichsdorf,Qualifizierung in der Altenpflege,01.07.2008 , 31.12.2008,"19.826,00"
"Deutsches Institut für Internationale
Pädagogische Forschung",Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.11.2009 , 31.05.2011,"193.381,00"
"Deutsches Institut für Internationale
Pädagogische Forschung",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.06.2011 , 30.04.2012,"118.421,00"
"Deutsches Rotes Kreuz Kreisverband
Hünfeld e.V.",Hünfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"8.779,00"
"Deutsches Rotes Kreuz Kreisverband
Hünfeld e.V.",Hünfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"13.701,00"
"Darmstädter Kreis für Berufliche Bildung
DKBB - Förderverein der Heinrich-
Emanuel-Merck-Schule e.V.",Darmstadt,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2014 , 31.07.2015,"27.900,00"
DB Mobility Logistics DB Training,Leipzig,Ausbildung in Partnerschaften,05.05.2008 , 28.02.2012,"47.627,00"
"Dekanatsstelle des Diakonischen Werkes in
Hessen und Nassau e.V.",Dillenburg,Perspektive II,01.01.2011 , 31.12.2013,"290.171,00"
"Dekanatsstelle des Diakonischen Werkes in
Hessen und Nassau e.V.",Dillenburg,Perspektive II,01.01.2014 , 31.12.2014,"88.500,00"
"Deutsche Blindenstudienanstalt e.V. -
Bildungs- und Hilfsmittelzentrum für Blinde
und Sehbehinderte",Marburg,Impulse der Arbeitsmarktpolitik,16.09.2013 , 31.12.2014,"86.300,00"
"Deutsche Gesellschaft für Ernährung e. V.
Sektion Hessen",Friedrichsdorf,Qualifizierung in der Altenpflege,01.07.2008 , 31.12.2008,"19.826,00"
"Deutsches Institut für Internationale
Pädagogische Forschung",Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.11.2009 , 31.05.2011,"193.381,00"
"Deutsches Institut für Internationale
Pädagogische Forschung",Frankfurt am Main,Verbesserung des Ausbildungsumfeldes,01.06.2011 , 30.04.2012,"118.421,00"
"Deutsches Rotes Kreuz Kreisverband
Hünfeld e.V.",Hünfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2011 , 31.07.2012,"8.779,00"
"Deutsches Rotes Kreuz Kreisverband
Hünfeld e.V.",Hünfeld,"Eingliederung in die Berufs- und Arbeitswelt -
EIBE",01.08.2012 , 31.07.2013,"13.701,00"
DGB Bildungswerk Hessen e.V.,Frankfurt am Main,Studien und Modelle in der Bildung,01.11.2008 , 30.04.2011,"505.947,00"
DGB Bildungswerk Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.09.2012 , 31.12.2014,"493.800,00"
Diakonie Werkstatt e.V.,Rüsselsheim,Perspektive II,01.08.2008 , 31.12.2010,"722.296,00"
Diakonie Werkstatt e.V.,Rüsselsheim,Perspektive II,01.01.2011 , 31.12.2013,"481.800,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"140.724,00"
Diakonisches Werk Bergstraße,Bensheim,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"91.153,00"
Diakonisches Werk Bergstraße,Bensheim,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"78.725,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"146.992,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"131.505,00"
Diakonisches Werk Bergstraße,Bensheim,Fit für Ausbildung und Beruf (FAuB),15.10.2010 , 14.08.2011,"38.399,00"
DGB Bildungswerk Hessen e.V.,Frankfurt am Main,Studien und Modelle in der Bildung,01.11.2008 , 30.04.2011,"505.947,00"
DGB Bildungswerk Hessen e.V.,Frankfurt am Main,Qualifizierung von Beschäftigten in KMU,01.09.2012 , 31.12.2014,"493.800,00"
Diakonie Werkstatt e.V.,Rüsselsheim,Perspektive II,01.08.2008 , 31.12.2010,"722.296,00"
Diakonie Werkstatt e.V.,Rüsselsheim,Perspektive II,01.01.2011 , 31.12.2013,"481.800,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"140.724,00"
Diakonisches Werk Bergstraße,Bensheim,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"91.153,00"
Diakonisches Werk Bergstraße,Bensheim,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"78.725,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"146.992,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"131.505,00"
Diakonisches Werk Bergstraße,Bensheim,Fit für Ausbildung und Beruf (FAuB),15.10.2010 , 14.08.2011,"38.399,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 30.06.2011,"63.012,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"54.720,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"54.900,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"51.233,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"50.547,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"71.141,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"79.155,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"80.900,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,01.09.2009 , 31.08.2011,"287.792,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,10.10.2011 , 09.10.2012,"152.794,00"
Diakonisches Werk Bergstraße,Bensheim,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 30.06.2011,"63.012,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"54.720,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"54.900,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"51.233,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"50.547,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"71.141,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"79.155,00"
Diakonisches Werk Darmstadt-Dieburg,Darmstadt,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"80.900,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,01.09.2009 , 31.08.2011,"287.792,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,10.10.2011 , 09.10.2012,"152.794,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,01.01.2013 , 31.12.2013,"202.555,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"250.200,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"60.777,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"56.452,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"43.090,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"47.508,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"52.402,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"52.757,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"54.200,00"
Diakonisches Werk Kassel,Kassel,Ausbildung in der Migration,01.01.2008 , 31.01.2012,"320.210,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,01.01.2013 , 31.12.2013,"202.555,00"
Diakonisches Werk Frankfurt,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"250.200,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"60.777,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"56.452,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"43.090,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"47.508,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"52.402,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"52.757,00"
Diakonisches Werk Gießen,Gießen,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"54.200,00"
Diakonisches Werk Kassel,Kassel,Ausbildung in der Migration,01.01.2008 , 31.01.2012,"320.210,00"
Diakonisches Werk Kassel,Kassel,Ausbildung in der Migration,01.08.2008 , 31.07.2012,"338.383,00"
Diakonisches Werk Kassel,Kassel,Perspektive II,01.10.2009 , 30.09.2012,"198.516,00"
Diakonisches Werk Kassel,Kassel,Ausbildung in der Migration,01.08.2009 , 30.09.2012,"251.375,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"440.239,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"375.061,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"315.000,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"336.000,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"47.528,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"50.669,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"53.155,00"
Diakonisches Werk Kassel,Kassel,Ausbildung in der Migration,01.08.2008 , 31.07.2012,"338.383,00"
Diakonisches Werk Kassel,Kassel,Perspektive II,01.10.2009 , 30.09.2012,"198.516,00"
Diakonisches Werk Kassel,Kassel,Ausbildung in der Migration,01.08.2009 , 30.09.2012,"251.375,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"440.239,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"375.061,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"315.000,00"
Diakonisches Werk Kassel,Kassel,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"336.000,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"47.528,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"50.669,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"53.155,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"56.888,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"88.606,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"108.800,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"111.600,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"47.820,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"49.324,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"49.580,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"48.964,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"49.030,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"54.200,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"56.888,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"88.606,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"108.800,00"
"Diakonisches Werk Offenbach, Dreieich,
Rodgau",Dreieich,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"111.600,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2008 , 31.12.2008,"47.820,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2009 , 31.12.2009,"49.324,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2010 , 31.12.2010,"49.580,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2011 , 31.12.2011,"48.964,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2012 , 31.12.2012,"49.030,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"54.200,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"57.000,00"
Die Fleckenbühler Haus Frankfurt gGmbH,Frankfurt am Main,Perspektive II,01.08.2008 , 31.12.2010,"238.410,00"
Die Fleckenbühler Haus Frankfurt gGmbH,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2013,"266.800,00"
Die Fleckenbühler Haus Frankfurt gGmbH,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"83.400,00"
Die Fleckenbühler Hof Fleckenbühl gGmbH,Cölbe,Perspektive II,01.08.2008 , 31.12.2010,"575.538,00"
Die Fleckenbühler Hof Fleckenbühl gGmbH,Cölbe,Perspektive II,01.01.2011 , 31.12.2013,"244.852,00"
Die Fleckenbühler Hof Fleckenbühl gGmbH,Cölbe,Perspektive II,01.01.2014 , 31.12.2014,"73.600,00"
Dörthe Jung Unternehmensberatung,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.06.2010 , 28.02.2013,"179.987,00"
"eco - Verband der deutschen
Internetwirtschaft e.V.",Köln,Qualifizierung von Beschäftigten in KMU,01.07.2011 , 31.12.2012,"150.907,00"
"eCommerce-Kompetenzzentrum
Nordhessen GbR",Kassel,Qualifizierung von Beschäftigten in KMU,01.12.2009 , 30.11.2011,"337.498,00"
Diakonisches Werk Wetterau,Friedberg,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"57.000,00"
Die Fleckenbühler Haus Frankfurt gGmbH,Frankfurt am Main,Perspektive II,01.08.2008 , 31.12.2010,"238.410,00"
Die Fleckenbühler Haus Frankfurt gGmbH,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2013,"266.800,00"
Die Fleckenbühler Haus Frankfurt gGmbH,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"83.400,00"
Die Fleckenbühler Hof Fleckenbühl gGmbH,Cölbe,Perspektive II,01.08.2008 , 31.12.2010,"575.538,00"
Die Fleckenbühler Hof Fleckenbühl gGmbH,Cölbe,Perspektive II,01.01.2011 , 31.12.2013,"244.852,00"
Die Fleckenbühler Hof Fleckenbühl gGmbH,Cölbe,Perspektive II,01.01.2014 , 31.12.2014,"73.600,00"
Dörthe Jung Unternehmensberatung,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.06.2010 , 28.02.2013,"179.987,00"
"eco - Verband der deutschen
Internetwirtschaft e.V.",Köln,Qualifizierung von Beschäftigten in KMU,01.07.2011 , 31.12.2012,"150.907,00"
