Name des Begünstigten/beneficiary name,Bezeichnung des Vorhabens/operation name,Zusammenfassung des Vorhabens/operation summary,Datum des Beginns des Vorhabens/operation start date,Datum des Endes des Vorhabens/operation end date,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens/total eligible expenditure allocated to the operation,Postleitzahl des Vorhabens/operation postcode,Land/country,Bezeichnung der Interventionskategorie für das Vorhaben/name of category of intervention for the operation,Spezifisches Ziel/specific objective,Internet-Adresse des Vorhabens/website of the operation
JCO Joachim Caps Oberflächentechnik e.K. ,Coaching,Förderprogramm Coaching 2015,01.12.2015,01.12.2016,"12.000,00",72770,Deutschland,106,A 5.1,www.jco-web.de
JOMA Maschinenbau GmbH  ,Coaching,Förderprogramm Coaching 2015,01.12.2015,30.11.2016,"12.000,00",75233,Deutschland,106,A 5.1,www.joma-zerspanung.de
JOMA Maschinenbau GmbH  ,Coaching,Förderprogramm Coaching 2015,01.12.2015,30.11.2016,"12.000,00",75233,Deutschland,106,A 5.1,www.joma-zerspanung.de
Jakob Schmid GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2015,09.06.2015,08.06.2016,"10.800,00",73447,Deutschland,106,A 5.1,www.jso.de
Jasmin Biermann-Gäßler  ,Motivus 2015-2016,MOTIVUS - Unterstützung der beruflichen Integration durch Motivations- und Mobilitätsförderung unter Beachtung der Potential und Lebensverhältnisse.,01.01.2015,31.12.2016,"242.715,00",78166,Deutschland,109,B 1.1,www.biema.de
Jasmin Biermann-Gäßler  ,Coaching,Förderprogramm Coaching 2016,01.02.2016,31.12.2016,"9.000,00",78166,Deutschland,106,A 5.1,www.biema.de
Jetter GbR  ,Coaching,Förderprogramm Coaching 2015,25.03.2015,25.03.2016,"4.000,00",72336,Deutschland,106,A 5.1,www.bwhm-beratung.de
Johannes-Diakonie Mosbach ,INTE 2015,"INTE
     Maßnahmen zur Verbesserung der Integration von werkstattbeschäftigten Personen mit einer wesentlichen geistigen Behinderung auf dem allgemeinen Arbeitsmarkt.",01.01.2015,31.12.2015,"75.119,69",69126,Deutschland,109,B 1.1,www.bbw-mosbach-heidelberg.de/bbw-mos-hd-aktuelles-2014-INTE.html
"Jugendagentur Heidelberg - Bildung, Kultur und Qualifizierung für junge",Kompetenzagentur 15,"Kompetenzagentur Heidelberg - sozialpädagogische Hilfestellungen für besonders benachteiligte junge Erwachsene aus Heidelberg bis zum 25. Lebensjahr, die von multiplen Problemlagen betroffen und in der Regel arbeitslos sind",01.01.2015,31.12.2015,"74.203,29",69115,Deutschland,115,C 1.1,www.jugendagentur-heidelberg.de
"Jugendagentur Heidelberg - Bildung, Kultur und Qualifizierung für junge",Kompetenzagentur,"Kompetenzagentur Heidelberg - sozialpädagogische Hilfestellung für besonders benachteiligte junge Erwachsene aus Heidelberg, die sich in schwierigen Lebenslagen befinden. Sie sollen sozial und beruflich integriert werden.",01.01.2016,31.12.2016,"69.000,00",69115,Deutschland,115,C 1.1,www.jugendagentur-heidelberg.de
Jugendhilfe Creglingen e.V.  ,Jugendsozialarbeit,"Jugendsozialarbeit an Berufsschulen ein Projekt, um durch intensive individuelle Unterstützung/Begleitung Schulverweigerung zu verhindern und Jugendliche zum Schulabschluss zu führen sowie eine geeignete berufliche Perspektive sicher zu stellen.",01.01.2015,31.12.2015,"61.891,54",97968,Deutschland,115,C 1.1,www.jugendhilfe-creglingen.de
Jugendhilfe Creglingen e.V.  ,Jugendsozialarbeit,"Jugendsozialarbeit
     an berufl. Schulen - ein Projekt, um durch intensive individuelle Unterstützung/Begleitung Schulverweigerung zu verhindern und Jugendliche zum Schulabschluss zu führen sowie eine geeignete berufliche Perspektive sicher zu stellen.",01.01.2016,31.12.2016,"65.588,11",97980,Deutschland,115,C 1.1,www.jugendhilfe-creglingen.de
Jugendhilfswerk Freiburg e.V. ,ZiA 2016,ZiA - Zurück in Ausbildung - Ein Projekt zur Vermeidung von Ausbildungsabbrüchen und zur nachhaltigen Reintegration in Ausbildung nach einer Vertragslösung.,01.01.2016,31.12.2016,"141.357,20",79115,Deutschland,115,C 1.1,www.jugendhilfswerk.de/de/jugendberufshilfe.html
Jugendhilfswerk Freiburg e.V. ,JuBe_JOB 2016,"JuBe_JOB - Jugendberatung JOB im Landkreis Breisgau-Hoschwarzwald. Das Projekt ""JuBe_JOB"" legt als Teil der Jugendberatung Breisgau-Hochschwarzwald hierbei den Schwerpunkt auf die schulische/berufliche und soziale Integration junger Menschen.",01.01.2016,31.12.2016,"124.262,55",79115,Deutschland,115,C 1.1,www.jugendhilfswerk.de/de/jugendberufshilfe/forum-jugend-beruf.html
Jugendhilfswerk Freiburg e.V. ,ZiA 2015,ZiA - Zurück in Ausbildung - Ein Projekt zur Vermeidung von Ausbildungsabbrüchen und zur nachhaltigen Reintegration in Ausbildung nach einer Vertragslösung.,01.01.2015,31.12.2015,"138.635,79",79115,Deutschland,115,C 1.1,www.jugendhilfswerk.de
Jugendhilfswerk Freiburg e.V. ,JuBe_JOB 2015,"JuBe_JOB
     Jugendberatung JOB im Landkreis Breisgau-Hochschwarzwald. Das Projekt JuBe_JOB legt als Teil der Jugendberatung Breisgau-Hochschwarzwald hierbei den Schwerpunkt auf die schulische/berufliche Integration junger Menschen",01.01.2015,31.12.2015,"122.361,10",79379,Deutschland,115,C 1.1,www.jugendhilfswerk.de/de/jugendberufshilfe/forum-jugend-beruf.html
Junker Filter GmbH  ,Coaching,Förderprogramm Coaching 2015,12.11.2015,09.11.2016,"8.000,00",74889,Deutschland,106,A 5.1,www.junkerfilter.de
Jutta Riedl Rundum - Betreuung von Senioren,Coaching,Förderprogramm Coaching 2016,10.03.2016,10.03.2017,"9.000,00",89518,Deutschland,106,A 5.1,www.rundumbetreuung-fuer-senioren.de
Jäckle Schweiß- und Schneidtechnik GmbH ,Coaching,Förderprogramm Coaching 2015,19.05.2015,19.05.2016,"2.900,00",88339,Deutschland,106,A 5.1,www.jaeckle-sst.de
Jörg Gekeler  ,Coaching,Förderprogramm Coaching 2015,13.04.2015,12.04.2016,"12.000,00",89150,Deutschland,106,A 5.1,www.hotel-post-laichingen.de
Jörg Seidenspinner Garten- und Landschaftsbau GmbH,Coaching,Förderprogramm Coaching 2015,07.04.2015,07.04.2016,"12.000,00",70567,Deutschland,106,A 5.1,www.seidenspinner.de
Jürgen Erhardt e.K. ,Coaching,Förderprogramm Coaching 2015,06.10.2015,04.10.2016,"12.000,00",74722,Deutschland,106,A 5.1,www.erhardt-erko.de
Jürgen Walter Gebäudetechnik ,Coaching,Förderprogramm Coaching 2015,08.06.2015,04.06.2016,"12.000,00",89077,Deutschland,106,A 5.1,www.walter-ulm.de
K. Haug & K. Sohn GmbH & Co. KG Sanitär. Heizung. Flaschnerei,Coaching,Förderprogramm Coaching 2015,07.05.2015,07.11.2016,"12.000,00",73733,Deutschland,106,A 5.1,www.haug-sohn.de
KBK GmbH Fenster und Türen ,Coaching,Förderprogramm Coaching 2016,21.03.2016,30.03.2017,"9.000,00",74635,Deutschland,106,A 5.1,www.kbk-kupferzell.de
KDS Unternehmensgruppe e.K.  ,Coaching,Förderprogramm Coaching 2015,03.11.2015,02.11.2016,"12.000,00",74585,Deutschland,106,A 5.1,www.kds-unternehmensgruppe.de
KIPP GmbH & Co KG  ,Coaching,Förderprogramm Coaching 2015,14.09.2015,31.08.2016,"12.000,00",72172,Deutschland,106,A 5.1,www.kipp.com
KKS Kälte-Klima-Service  ,Coaching,Förderprogramm Coaching 2016,30.03.2016,31.12.2016,"9.000,00",73054,Deutschland,106,A 5.1,keine Angaben
KTJ Kunststofftechnik Junker GmbH ,Coaching,Förderprogramm Coaching 2016,01.05.2016,30.04.2017,"9.000,00",72364,Deutschland,106,A 5.1,www.kt-j.de
KUNZE Immobilienverwaltung Freiburg GmbH ,Coaching,Förderprogramm Coaching 2016,03.02.2016,30.04.2016,"4.800,00",79194,Deutschland,106,A 5.1,www.kunze-freiburg.de
Kailer und Sommer GmbH  ,Coaching,Förderprogramm Coaching 2015,01.09.2015,31.08.2016,"12.000,00",78048,Deutschland,106,A 5.1,www.ks-cad.de
Karl Essig GmbH  ,Coaching,Förderprogramm Coaching 2015,04.11.2015,03.11.2016,"8.000,00",71287,Deutschland,106,A 5.1,www.essigbau.de
Karl Günther GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2015,15.04.2015,15.05.2016,"12.000,00",72293,Deutschland,106,A 5.1,www.karlguenther.de
Karl Joas GmbH & Co.KG  ,Coaching,Förderprogramm Coaching 2015,20.04.2015,20.04.2016,"12.000,00",89518,Deutschland,106,A 5.1,www.joas-haustechnik.de
Karl Kilpper GmbH  ,Coaching,Förderprogramm Coaching 2015,04.01.2016,30.06.2016,"12.000,00",71287,Deutschland,106,A 5.1,www.kilpper.de
Karl Widenmann GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2015,15.04.2015,15.04.2016,"12.000,00",89522,Deutschland,106,A 5.1,www.windenmannmetall.de
Karl-Heinz Rahm GmbH  ,Coaching,Förderprogramm Coaching 2015,22.07.2015,21.07.2016,"12.000,00",70374,Deutschland,106,A 5.1,www.bau-rahm.de
Karlshöhe Ludwigsburg Kirchliche Stiftung ,STAY IN,STAY IN - Vermeidung von Schulabbruch und Verbesserung der Ausbildungsfähigkeit junger Menschen durch Akquirierung der Zielgruppe über Lehrerinnen an den allgemeinbildenden Schulen des Landkreises Ludwigsburg,01.01.2015,31.12.2015,"151.437,95",71638,Deutschland,115,C 1.1,.
Karlshöhe Ludwigsburg Kirchliche Stiftung ,STAY IN,Vermeidung von Schulabbruch und Verbesserung der Ausbildungsfähigkeit junger Menschen durch Akquirierung der Zielgruppe über Lehrerinnen an den allgemeinbildenden und beruflichen Schulen des Landkreises Ludwigsburg.,01.01.2016,31.12.2016,"171.587,82",71638,Deutschland,115,C 1.1,.
Karosserie- & Lackierfachbetrieb Marco Wedereit,Coaching,Förderprogramm Coaching 2015,21.05.2015,15.05.2016,"12.000,00",74858,Deutschland,106,A 5.1,www.wedereit.de
Kassen-Manck GmbH  ,Coaching,Förderprogramm Coaching 2015,11.11.2015,11.11.2016,"2.400,00",74912,Deutschland,106,A 5.1,www.kassenmanck.de
Katharina Haenel  ,Fachkurse,Förderprogramm Fachkurse 2015/2016,14.09.2015,31.08.2016,"31.402,39",77704,Deutschland,106,A 5.1,www.katharina-haenel.de
Katharina Haenel  ,Fachkurse,Förderprogramm Fachkurse 2015,07.01.2015,31.08.2015,"4.862,22",77704,Deutschland,106,A 5.1,www.katharina-haenel.de
Katholische Hochschule Freiburg gGmbH ,Zukunft Alter,Auf- und Ausbau von Strukturen der wissenschaftlichen Weiterbildung an Hochschulen in Baden-Württemberg (Zukunft Alter),01.01.2016,31.12.2020,"723.070,00",79104,Deutschland,118,C 4.2,www.kh-freiburg.de
Kaufmann Drahtwaren GmbH  ,Coaching,Förderprogramm Coaching 2015,20.08.2015,17.08.2016,"12.000,00",78727,Deutschland,106,A 5.1,www.kaufmann-drahtwaren.de
Kaufmännische Berufsbildungsstätte des DHV e.V.,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"4.800,00",79539,Deutschland,106,A 5.1,www.kabi-dhv.de
Kaufmännische Berufsbildungsstätte des DHV e.V.,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"92.190,00",79539,Deutschland,106,A 5.1,www.kabi-dhv.de
Kehl GmbH  ,Coaching,Förderprogramm Coaching 2015,29.06.2015,31.12.2016,"12.000,00",73230,Deutschland,106,A 5.1,www.kehlgmbh.de
Kellner Farbgestaltung Beck GmbH ,Coaching,Förderprogramm Coaching 2015,20.07.2015,30.06.2016,"12.000,00",70376,Deutschland,106,A 5.1,www.kellner-farbgestaltung-beck.de
KeySolution IT GmbH  ,Coaching,Förderprogramm Coaching 2015,06.08.2015,31.12.2015,"12.000,00",68723,Deutschland,106,A 5.1,www.KeySolution-IT.com
Kienzler Metalltechnik GmbH  ,Coaching,Förderprogramm Coaching 2015,01.07.2015,30.06.2016,"12.000,00",79415,Deutschland,106,A 5.1,www.kienzler-metalltechnik.de
Kies- und Schotterwerke Müller GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2015,10.04.2015,10.04.2016,"10.400,00",88356,Deutschland,106,A 5.1,www.kieswerke-mueller.de
Kirchner Konstruktionen GmbH ,Coaching,Förderprogramm Coaching 2016,22.02.2016,21.02.2017,"9.000,00",88250,Deutschland,106,A 5.1,www.kirchner-kon.de
Kirschner Maschinenbau GmbH  ,Coaching,Förderprogramm Coaching 2015,23.07.2015,20.07.2016,"12.000,00",73485,Deutschland,106,A 5.1,www.kirschner-gmbh.com
Klaus GmbH  & Co.KG  ,Coaching,Förderprogramm Coaching 2015,02.06.2015,31.05.2016,"12.000,00",88353,Deutschland,106,A 5.1,www.klaus-kisslegg.de
Klaus Plüher - look here  ,Coaching,Förderprogramm Coaching 2015,01.01.2016,31.12.2016,"12.000,00",79112,Deutschland,106,A 5.1,www.plueher.de
Klaus Raiser GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2015,30.04.2015,30.04.2016,"12.000,00",71735,Deutschland,106,A 5.1,www.raiser.de
Klaus-Dieter Heinrich  ,Coaching,Förderprogramm Coaching 2015,21.07.2015,15.07.2016,"8.000,00",77743,Deutschland,106,A 5.1,www.zimmerei-heinrich.de
Klauss Festbetriebe GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2015,13.07.2015,30.06.2016,"12.000,00",71069,Deutschland,106,A 5.1,www.klauss-und-klauss.de
Kleiner Münzhandel GmbH  ,Coaching,Förderprogramm Coaching 2015,08.10.2015,08.10.2016,"12.000,00",71296,Deutschland,106,A 5.1,www.bwhm-beratung.de
Kleintierpraxis Roth Dr. Matthias Roth ,Coaching,Förderprogramm Coaching 2015,05.05.2015,05.05.2016,"3.200,00",72770,Deutschland,106,A 5.1,www.kleintierpraxis-roth.de
KlimAktiv Consulting GmbH  ,Coaching,Förderprogramm Coaching 2016,15.03.2016,15.03.2017,"9.000,00",72074,Deutschland,106,A 5.1,www.klimaktiv.de
Klima Flex Wintergarten und Faltwände Gesellschaft mit beschränkter Haftung,Coaching,Förderprogramm Coaching 2016,03.02.2016,01.02.2017,"9.000,00",73557,Deutschland,106,A 5.1,www.klimaflex.de
Kling GmbH  ,Coaching,Förderprogramm Coaching 2016,13.01.2016,30.12.2016,"9.000,00",75217,Deutschland,106,A 5.1,www.kling.de
Klingbeil GmbH  ,Coaching,Förderprogramm Coaching 2015,27.07.2015,27.07.2016,"12.000,00",74360,Deutschland,106,A 5.1,www.klingbeil.de
Klink Bauunternehmen & schlüsselfertig Bauen GmbH,Coaching,Förderprogramm Coaching 2015,12.03.2015,12.03.2016,"0,00",71522,Deutschland,106,A 5.1,www.klink-haus.de
Kneissl Messtechnik GmbH  ,Coaching,Förderprogramm Coaching 2015,08.04.2015,08.04.2016,"12.000,00",71229,Deutschland,106,A 5.1,www.kneissl-messtechnik.de
Koki Haustechnik GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2016,15.01.2016,15.01.2017,"9.000,00",70771,Deutschland,106,A 5.1,www.koki-haustechnik.de
Kolping Bildung und Soziales gGmbH ,Neuer Start 2016 ,"Neuer Start 2016 
     - schulische oder berufliche Perspektive sicher stellen; Ausgleich von Nachteilen, die durch sprachliche, kulturelle Unterschieden und psychische Belastungen entstanden sind.",01.01.2016,31.12.2016,"61.374,26",97941,Deutschland,115,C 1.1,www.kolping-bildung.de
Kolping DuV Dienstleistungs- und Vermittlungsgesellschaft bR,JSATBB2016,"JSATBB2016 
    Perspektiven entwickeln, Schulabbruch vermeiden - Jugendsozialarbeit an beruflichen Schulen Tauberbischofsheim",01.01.2016,31.12.2016,"86.389,79",97941,Deutschland,115,C 1.1,www.kolping-bildung.de
Kolping DuV Dienstleistungs- und Vermittlungsgesellschaft bR,JSA Wertheim 15,"Jugendsozialarbeit Wertheim 15 - Perspektiven entwickeln, Schulabbruch vermeiden - Jugendsozialarbeit an beruflichen Schulen Wertheim",01.01.2015,31.12.2015,"58.735,62",97877,Deutschland,115,C 1.1,www.kolping-bildung.de
Kolping DuV Dienstleistungs- und Vermittlungsgesellschaft bR,JSA TBB 15,"Jugendsozialarbeit Tauberbischofsheim 2015 -  Perspektiven entwickeln, Schulabbruch vermeiden - Jugendsozialarbeit an beruflichen Schulen Tauberbischofsheim",01.01.2015,31.12.2015,"82.599,03",97941,Deutschland,115,C 1.1,www.kolping-bildung.de
Kolping DuV Dienstleistungs- und Vermittlungsgesellschaft bR,Ausbildung MOS 15-16,Ausbildung jetzt Mosbach 2015-2015,01.02.2015,31.12.2016,"123.245,64",74821,Deutschland,109,B 1.1,www.kolping-bildung.de
Kolping DuV Dienstleistungs- und Vermittlungsgesellschaft bR,JSAW2016,"JSAW2016
    Perspektiven entwickeln, Schulabbruch vermeiden - Jugendsozialarbeit an beruflichen Schulen Wertheim",01.01.2016,31.12.2016,"61.942,19",97877,Deutschland,115,C 1.1,www.kolping-bildung.de
Kolping-Bildungswerk Württemberg e.V. ,FUBY,"Future Boys: Auf den sozialen, erzieherischen, pflegerischen und schulischen Bereich fokussierte Berufsorientierung an allgemeinbildenden Schulen in Baden-Württemberg.",01.09.2015,31.07.2017,"189.047,83",70174,Deutschland,118,C 4.1,http://www.kolping-bildungswerk.de
Kolping-Bildungswerk Württemberg e.V. ,CILA,"CILA  -  Coaching und Integration von Langzeitarbeitslosen und Alleinerziehenden, 
   Projekt zur Verbesserung der Beschäftigung und Heranführung an den Arbeitsmarkt für junge erwachsene Langzeitarbeitslose über 25 Jahren und Alleinerziehende",01.01.2015,31.12.2016,"377.014,38",74564,Deutschland,109,B 1.1,www.kolping-bildungswerk.de
Kom4Tel GmbH  ,Coaching,Förderprogramm Coaching 2015,28.08.2015,27.08.2016,"12.000,00",79427,Deutschland,106,A 5.1,www.kom4tel.de
Konzept Bildung und Beratung AG ,SOFIA,SOFIA-Stabilisierung und Orientierung von Frauen zur Integration in Arbeit,01.01.2015,31.12.2016,"404.435,44",71679,Deutschland,109,B 1.1,.
Kopfgetriebeöl Marius Müller ,Coaching,Förderprogramm Coaching 2015,26.05.2015,24.05.2016,"12.000,00",88090,Deutschland,106,A 5.1,www.kopfgetriebeoel.de
Kran + Lift GmbH  ,Coaching,Förderprogramm Coaching 2015,12.03.2015,12.09.2016,"12.000,00",70188,Deutschland,106,A 5.1,www.kranundligt.de
Kratos Logistic GmbH  ,Coaching,Förderprogramm Coaching 2015,19.05.2015,19.05.2016,"9.600,00",74076,Deutschland,106,A 5.1,www.kratos-logistic.com
Krebs Elektrotechnik e.K. Inh. Nico Krebs ,Coaching,Förderprogramm Coaching 2015,29.04.2015,31.03.2016,"12.000,00",79588,Deutschland,106,A 5.1,www.krebs-elektrotechnik.de
Kreisdiakonieverband Esslingen ,Quip,"Quip-Qualifikation, Integration und Perspektive",01.01.2015,31.12.2015,"211.486,36",70794,Deutschland,109,B 1.1,.
Kreisdiakonieverband Esslingen ,Quip II,"Qualifikation, Integration und Perspektive - Quip II",01.01.2016,31.12.2016,"200.780,51",70794,Deutschland,109,B 1.1,.
Kreisdiakonieverband Rems-Murr-Kreis ,Azu we2016,"Azu we2016
      Ausbildungszugänge wirksam erreichen; Ausgerichtet auf benachteiligte Jugendliche und junge Erwachsene Migrantinnen im Schul-, Bildungs-, Ausbildungs- und Arbeitsquereinstieg Zugänge schaffen u. erhalten;",01.01.2016,31.12.2016,"130.911,86",73614,Deutschland,115,C 1.1,www.kdv-rmk.de
Kreisdiakonieverband Rems-Murr-Kreis ,Azu`we 2015,Azu`we 2015; Ausbildungszugänge wirksam erreichen,01.01.2015,31.12.2015,"84.115,42",73614,Deutschland,115,C 1.1,www.kdv-rmk.de
Kreishandwerkerschaft  ,Fachkurse,Förderprogramm Fachkurse 2015-2016,01.09.2015,31.08.2016,"32.000,00",89518,Deutschland,106,A 5.1,www.maz-hdh.de
Kreishandwerkerschaft  ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"5.790,00",89518,Deutschland,106,A 5.1,www.maz-hdh.de
Kreishandwerkerschaft Biberach ,Fachkurse,Förderprogramm Fachkurse 2015-2016,04.09.2015,31.08.2016,"228.583,00",88400,Deutschland,106,A 5.1,www.kreishandwerkerschaft-bc.de
Kreishandwerkerschaft Biberach ,Fachkurse,Förderprogramm Fachkurse 2015,12.01.2015,31.08.2015,"26.302,42",88400,Deutschland,106,A 5.1,www.kreishandwerkerschaft-bc.de
Kreishandwerkerschaft Ravensburg ,Fachkurse,Förderprogramm Fachkurse 2015-2016,03.09.2015,15.07.2016,"36.500,00",88212,Deutschland,106,A 5.1,www.kreishandwerkerschaft-rv.de
Kreishandwerkerschaft Ravensburg ,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"24.210,00",88182,Deutschland,106,A 5.1,www.kreishandwerkerschaft-rv.de
Kreisjugendring Esslingen e.V. ,Migranten+B.Bildung,TEMPO pro Ausbildung plus = Türkischstämmige (und kurdische) Eltern mitbeteiligen und pädagogisch orientieren,01.05.2015,30.04.2018,"739.557,67",73240,Deutschland,106,A 5.1,www.tempo-plus.de
Kreisjugendring Esslingen e.V. ,IKEROS,Ikeros Jugendbüro: Ikeros unterstützt junge Menschen bei der Entwicklung von beruflichen Perspektiven. Als offene Anlaufstelle bietet es individuelle Beratung und Begleitung im Übergang von der Schule in den Beruf und während der Ausbildung.,01.01.2015,31.12.2015,"95.949,18",73760,Deutschland,115,C 1.1,.
Kreisjugendring Esslingen e.V. ,IKEROS,IKEROS Jugendbüro: IKEROS unterstützt junge Menschen bei der Entwicklung beruflicher Perspektiven. Als offene Anlaufstelle bietet es individuelle Beratung und Begleitung im Übergang von der Schule in den Beruf und während der Ausbildung.,01.01.2016,31.12.2016,"97.867,43",73760,Deutschland,115,C 1.1,.
Kreisjugendring Rems-Murr e.V. ,Chancensprung,Chancensprung -  Anschluss halten und fit in Ausbildung gehen. Identifizierung von schulverweigernden Jugendlichen ab Kl. 7. und reintegration durch angemessene Intervention in das Bildungssystem.,01.01.2015,31.12.2016,"424.342,19",71332,Deutschland,115,C 1.1,www.jugendarbeit-rm.de
Kreisvolkshochschule Freudenstadt ,LSR Freundestadt,"Lesen-Schreiben-Rechnen. Grundbildung für Menschen mit Schwächen beim Lesen, Schreiben und Rechnen, zur Verbesserung der beruflichen und gesellschaftlichen Teilhabe.",14.09.2015,31.12.2018,"102.315,59",72250,Deutschland,106,A 5.1,www.vhs-freudenstadt.de
Kretschmar GmbH & Co. KG  ,Coaching,Förderprogramm Coaching 2016,15.01.2016,15.01.2017,"9.000,00",74223,Deutschland,106,A 5.1,www.kretschmar-werkzeugbau.de
Krückels Krankenhausinventar Inh. Heike Krückels,Coaching,Förderprogramm Coaching 2015,07.04.2015,15.11.2016,"12.000,00",71686,Deutschland,106,A 5.1,www.kruekels-krankenhausinvertar.de
Kultkneipe Signal Inh. Beate Russky ,Coaching,Förderprogramm Coaching 2016,22.02.2016,21.02.2017,"6.000,00",71083,Deutschland,106,A 5.1,www.kultkneipesignal.de
Kumpf & Arnold GmbH  ,Coaching,Förderprogramm Coaching 2015,24.03.2015,24.09.2016,"12.000,00",78224,Deutschland,106,A 5.1,www.kumpfundarnold.de
Kunststoff Christel GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2016,18.01.2016,15.01.2017,"9.000,00",78073,Deutschland,106,A 5.1,www.kunststoff-christel.de
