Projektas,Kodas,Pareiškėjas/ Vykdytojas,Paraiškos būsena,Projekto vertė paraiškoje,Prašomas finansavimas,Projekto išlaidų suma,Finansavimas,Išmokėta finansavimo suma,Sutarties pasirašymo data
Didelių gabaritų mechatronikos komponentų gamybos infrastruktūros kūrimas UAB Stevila,03.3.1-LVPA-K-803-01-0043,"Lietuvos ir Vokietijos uždaroji akcinė bendrovė ""STEVILA""",Nesudaryta sutartis,2824969,988739,0,0,0,
"Modernios gamybinės įrangos įdiegimas UAB ""Elastas""",03.3.1-LVPA-K-803-01-0044,"UAB ""Elastas""",Nesudaryta sutartis,478863,215488,0,0,0,
„Toliejų oazė“,03.3.1-LVPA-K-803-01-0045,"UAB ""Dauvera""",Nesudaryta sutartis,1019000,581622,0,0,0,
UAB „BioHeat“ medienos briketų gamybinės bazės kūrimas,03.3.1-LVPA-K-803-01-0046,"UAB ""Bioheat""",Įgyvendinimas,3563815,1583577,2734533.41,1211644,0,2015-12-10
UAB „Peraltis“ modernių technologijų diegimas kuriant gamybinę bei paslaugų bazę,03.3.1-LVPA-K-803-01-0047,"UAB ""Peraltis""",Įgyvendinimas,2177412.36,979835.53,1950128.18,682544,0,2015-12-18
"Žmogaus atramos-judėjimo, kvėpavimo ir širdies-kraujagyslių sistemų diagnostikos ir reabilitacijos centro Druskininkuose steigimas",03.3.1-LVPA-K-803-01-0048,"UAB ""Aprendo""",Nesudaryta sutartis,4673864,2100000,0,0,0,
Gamybinių pajėgumų plėtra diegiant modernias technologijas,03.3.1-LVPA-K-803-01-0049,"Uždaroji akcinė bendrovė ""Vidara""",Nesudaryta sutartis,1393567,487748.45,1393567,487748.45,0,
Modernios prototipų ir adityvių produktų trimačio formato (3D) gamybos technologijos sukūrimas panaudojant ERPF paramą,03.3.1-LVPA-K-803-01-0050,"UAB ""3D prototypon""",Nesudaryta sutartis,2984699,1128834.14,0,0,0,
UAB „Hoda“ gamybos modernizavimas ir darbo našumo didinimas,03.3.1-LVPA-K-803-01-0051,UAB „Hoda“,Įgyvendinimas,3113897.65,1089864.18,3763919,1089864,0,2016-01-13
"Modernaus cecho statyba ir įrengimas, įdiegiant inovatyvią kapsuliavimo įrangą dirbtinių ikrų ir kitų produktų gamybai",03.3.1-LVPA-K-803-01-0052,"UAB ""Caviar LT""",Nesudaryta sutartis,2568531.33,1155839,0,0,0,
"UAB ""Amikon"" aviacijos mokymų technologinė plėtra",03.3.1-LVPA-K-803-01-0053,"UAB ""AMIKON""",Nesudaryta sutartis,1400000,790000,0,0,0,
UAB „Ardekas“ inovatyvios gamybos verslo pradžia,03.3.1-LVPA-K-803-01-0054,"UAB ""Ardekas""",Įgyvendinimas,4700682,2100000,4580375,2061168,0,2016-02-19
"UAB ""Doleta"" gamybinių įrenginių modernizavimas",03.3.1-LVPA-K-803-01-0055,"UAB ""Doleta""",Nesudaryta sutartis,990497,346674,0,0,0,
Inovatyvios metalo gaminių gamybos plėtra,03.3.1-LVPA-K-803-01-0056,"Uždaroji akcinė bendrovė ""Ūlos juvelyrų studija""",Nesudaryta sutartis,801396,360629,0,0,0,
UAB „NAMITA“ INOVATYVIŲ SVEIKATINGUMO PASLAUGŲ INFRASTRUKTŪROS SUKŪRIMAS BIRŠTONO KURORTE,03.3.1-LVPA-K-803-01-0057,"UAB ""Namita""",Įgyvendinimas,5146548.47,2100000,5137733.52,2100000,0,2016-01-21
"Uždarosios dizaino ir leidybos akcinės bendrovės ""Kopa"" plėtra",03.3.1-LVPA-K-803-01-0058,"Uždaroji dizaino ir leidybos akcinė bendrovė ""Kopa""",Įgyvendinimas,6780000,2100000,6780000,2100000,0,2015-12-10
"UAB  Refra  konkurencingumo  skatinimas,  plečiant  gaminių  asortimentą",03.3.1-LVPA-K-803-01-0059,"UAB ""Refra""",Nesudaryta sutartis,651649,228077,0,0,0,
"UAB ""Sacom"" modernizavimas ir plėtra",03.3.1-LVPA-K-803-01-0060,"UAB ""Sacom""",Įgyvendinimas,1971789.37,659544.47,1331570,599206.5,0,2016-01-13
"UAB ""Doleta"" gamybinių įrenginių modernizavimas",03.3.1-LVPA-K-803-01-0061,"UAB ""Doleta""",Nesudaryta sutartis,990497,346674,0,0,0,
UAB “Putokšnis” asortimento plėtros ir inovatyvios įrangos įsigijimo investicijų projektas,03.3.1-LVPA-K-803-01-0062,"Uždaroji akcinė bendrovė ""PUTOKŠNIS""",Įgyvendinimas,3339986,1168995,3291888,1152160,0,2016-02-23
UAB  Litpolstar  inovatyvių gamybinių  pajėgumų didinimo investicijų projektas,03.3.1-LVPA-K-803-01-0063,"Uždaroji akcinė bendrovė ""LITPOLSTAR""",Nesudaryta sutartis,1315113,591801,0,0,0,
"Cerera foods, UAB gamybinių pajėgumų didinimas, pasinaudojant Regio Invest LT+",03.3.1-LVPA-K-803-01-0064,"Cerera foods, UAB",Įgyvendinimas,5759237,2100000,5058499,2100000,0,2015-12-29
„UAB „Sulinkiai“ durpių substratų gamybos modernizavimas ir asortimento plėtra,03.3.1-LVPA-K-803-01-0065,"UAB ""Sulinkiai""",Įgyvendinimas,1771835,620142,1405366,491877.88,0,2016-02-25
Aukštos energetinės vertės skysto kuro priedo gamyba,03.3.1-LVPA-K-803-01-0066,"UAB ""Eilana""",Nesudaryta sutartis,2733759,1235100,0,0,0,
UAB Pakavimo technologijos konkurencingumo ir produktyvumo didinimas investuojant į modernias technologijas,03.3.1-LVPA-K-803-01-0067,"UAB ""Pakavimo technologijos""",Nesudaryta sutartis,3611922,1625365,0,0,0,
Utrafiltracijos membranų gamyba,03.3.1-LVPA-K-803-01-0068,"UAB ""EIGESA""",Nesudaryta sutartis,3557831,2100000,0,0,0,
Lietuvos bendrojo ugdymo mokyklų valgyklų apskaitos modernizavimas,03.3.1-LVPA-K-803-01-0069,"UAB ""Eurofondas""",Nesudaryta sutartis,1545847,695600,0,0,0,
"""Kieto grūdo"" makaronų cecho statyba",03.3.1-LVPA-K-803-01-0070,"UAB ""Kietas grūdas""",Nesudaryta sutartis,6444698,2100000,0,0,0,
LED apšvietimo sistemų gamybos organizavimas,03.3.1-LVPA-K-803-01-0071,"Light Technology, UAB",Nesudaryta sutartis,3277739,1388686,0,0,0,
UAB „Araneum“ plėtra diegiant modernias technologijas,03.3.1-LVPA-K-803-01-0072,"UAB ""Araneum""",Nesudaryta sutartis,910000,409500,0,0,0,
"UAB ""Enodus"" inovatyvios gamybos plėtra",03.3.1-LVPA-K-803-01-0073,"UAB ""ENODUS""",Nesudaryta sutartis,335137.04,150650,0,0,0,
"UAB ""Surenkamos statybos konstrukcijos"" investicijos į betoninių gaminių gamybos plėtrą",03.3.1-LVPA-K-803-01-0074,"UAB ""Surenkamos statybos konstrukcijos""",Nesudaryta sutartis,1401529,630688,0,0,0,
UAB „ŠILALĖS MEDIENA“ PLĖTRA DIEGIANT MODERNIAS GAMYBOS TECHNOLOGIJAS,03.3.1-LVPA-K-803-01-0075,"UAB ""Šilalės mediena""",Įgyvendinimas,2531960,886186,1775029,621260,0,2015-12-10
"UAB ""Maisto namai"" gamybinių pajėgumų didinimas",03.3.1-LVPA-K-803-01-0076,"UAB ""Maisto namai""",Nesudaryta sutartis,1188422,415948,0,0,0,
UAB „VD PACK“ plėtra diegiant modernias gamybos technologijas,03.3.1-LVPA-K-803-01-0077,"UAB ""VD PACK""",Nesudaryta sutartis,1437200,503020,0,0,0,
KOMPLEKSINĖS PASLAUGOS ANYKŠČIŲ CENTRINĖJE DALYJE,03.3.1-LVPA-K-803-01-0078,"UAB ""3 namukai""",Nesudaryta sutartis,4667504,2100000,0,0,0,
Modernios kūno priežiūros priemonių gamyklos įkūrimas,03.3.1-LVPA-K-803-01-0079,"AKSES, UAB",Nesudaryta sutartis,4088758.87,1839941.49,0,0,0,
Inovatyvių užkandžių Ranchers gamybai skirtos naujos gamybos technologinės įrangos linijos įsigijimas ir įdiegimas,03.3.1-LVPA-K-803-01-0080,"UAB ""Gerdista""",Nesudaryta sutartis,4763670.7,2100000,0,0,0,
"Modernių technologijų diegimu pagrįsta įmonės veiklos plėtra, didinanti darbo našumą biologinių preparatų gamyboje ",03.3.1-LVPA-K-803-01-0081,"UAB ""Bioenergy LT""",Nesudaryta sutartis,2375583,1057492,2375583,1057492,0,
UAB „Prorentus“ investicijos paslaugų plėtrai,03.3.1-LVPA-K-803-01-0082,"UAB ""Prorentus""",Nesudaryta sutartis,1895993.79,853197.21,0,0,0,
Specialiosios paskirties transporto priemonių serviso paslaugų plėtra,03.3.1-LVPA-K-803-01-0083,"UAB ""KMT""",Įgyvendinimas,5981488.7,2100000,5915145.03,2100000,0,2015-12-10
Inovatyvaus vandens pramogų komplekso įrengimas Elektrėnų marių pakrantėje,03.3.1-LVPA-K-803-01-0084,UAB Elektrėnų vandenlenčių parkas,Nesudaryta sutartis,2582519.21,1162133.64,0,0,0,
UAB „DUJOVIKA“ KONKURENCINGUMO DIDINIMAS,03.3.1-LVPA-K-803-01-0085,"Uždaroji akcinė bendrovė ""Dujovika""",Nesudaryta sutartis,213844,96050,0,0,0,
Ekologiškų maistinių kanapių perdirbimo gamykla,03.3.1-LVPA-K-803-01-0086,"UAB ""Agroproduction""",Nesudaryta sutartis,1585237.9,695170.31,0,0,0,
"UAB ""Trukmė“ gamybinės veiklos plėtra, didinant įmonės darbo našumą ir kuriant naujas darbo vietas",03.3.1-LVPA-K-803-01-0087,"Uždaroji akcinė bendrovė ""Trukmė""",Nesudaryta sutartis,1832187,641265,0,0,0,
"UAB ""Green Bean energy"" baldų gamybos linijos infrastruktūros sukūrimas",03.3.1-LVPA-K-803-01-0088,UAB Green Bean Energy,Nesudaryta sutartis,1389466,625260,0,0,0,
Investicijos į pneumotransporto komponentų gamybos plėtrą,03.3.1-LVPA-K-803-01-0089,"UAB ""FORMULA AIR BALTIC""",Įgyvendinimas,5035359,2100000,5153079,1803578,0,2015-12-10
"4PL logistikos paslaugų, distribucijos ir gamybos centro įkūrimas Kauno rajone",03.3.1-LVPA-K-803-01-0090,"UAB ""PROINVEST BALTIC""",Nesudaryta sutartis,7452764.33,2100000,0,0,0,
UAB „AR MAISTAS“ GAMYBOS INFRASTRUKTŪROS PLĖTRA,03.3.1-LVPA-K-803-01-0091,"""AR Maistas"", UAB",Nesudaryta sutartis,2288105,900000,0,0,0,
"UAB ""Polibarr“ gamybinės veiklos plėtra",03.3.1-LVPA-K-803-01-0092,"UAB ""POLIBARR""",Nesudaryta sutartis,1168620,525878,0,0,0,
"UAB ""Karbonas“ gamybinės veiklos plėtra, didinant įmonės darbo našumą ir kuriant naujas darbo vietas",03.3.1-LVPA-K-803-01-0093,"Uždaroji akcinė bendrovė ""KARBONAS""",Įgyvendinimas,2073217,932945,2052921,923814.45,0,2016-03-03
UAB „Granulita“ investicijos į medienos granulių gamybos plėtrą,03.3.1-LVPA-K-803-01-0094,"UAB ""GRANULITA""",Įgyvendinimas,5997215,2099025,5997215,2099025,0,2015-12-11
"UAB ""Japaletė"" investicijos į gofruoto kartono padėklų gamybą",03.3.1-LVPA-K-803-01-0095,"UAB ""Japaletė""",Įgyvendinimas,1129581,508311,933061,419877.45,0,2016-01-21
Modernių technologijų diegimas UAB „BODESA“ kuriant naujus gamybos pajėgumus,03.3.1-LVPA-K-803-01-0096,"Uždaroji akcinė bendrovė ""BODESA""",Įgyvendinimas,6358000,2100000,6358000,2100000,0,2016-02-05
"UAB ,,M-Filter EU’’ inovatyvios gamybos plėtros skatinimas ir konkurencingumo didinimas",03.3.1-LVPA-K-803-01-0097,"UAB ""M-Filter EU""",Nesudaryta sutartis,894856.82,313199.89,0,0,0,
"Stiklo paketų gamybos proceso pakeitimas, įdiegiant naują modernią technolginę liniją ",03.3.1-LVPA-K-803-01-0098,"UAB ""GLASS LT""",Įgyvendinimas,7938359,2100000,7601459,2100000,0,2015-12-04
Anykščių gamybinės bazės modernizavimas,03.3.1-LVPA-K-803-01-0099,UAB VLI TIMBER,Nesudaryta sutartis,2156054,841500,0,0,0,
"UAB ,,Bio Circle Balticum’’ cheminių ir biologinių valiklių gamybos plėtra",03.3.1-LVPA-K-803-01-0100,"UAB ""Bio Circle Balticum""",Įgyvendinimas,2912854.77,1310784.65,2838654.77,1277394.65,0,2015-12-14
Palečių gamybos linijos modernizavimas,03.3.1-LVPA-K-803-01-0101,"UAB ""Didžiosios Sėlos""",Nesudaryta sutartis,2139249,777915,0,0,0,
Sportininkų ir aktyvių žmonių testavimo ir reabilitacijos centro įkūrimas,03.3.1-LVPA-K-803-01-0102,"UAB ""Inovatyvus""",Įgyvendinimas,4710563,2100000,4606972,2073137,0,2015-12-11
Inovatyvaus sporto ir sveikatinimo viešbučio statyba ir įrengimas Elektrėnų marių pakrantėje,03.3.1-LVPA-K-803-01-0103,"UŽDAROJI AKCINĖ BENDROVĖ ""GEROS INOVACIJOS""",Nesudaryta sutartis,10903380.05,2100000,0,0,0,
"UAB ""Reval MBG"" gamybos modernizavimas ir naujų darbo vietų kūrimas",03.3.1-LVPA-K-803-01-0104,"UAB ""Reval MBG""",Nesudaryta sutartis,550931.86,474010.59,0,0,0,
"Inovatyvių vamzdynų ir talpyklų valymo, remonto ir renovacijos paslaugų sukūrimas",03.3.1-LVPA-K-803-01-0105,"UAB ""Rosmos statyba""",Nesudaryta sutartis,559426.9,216212,0,0,0,
"UAB „Eurobagetas“ verslo konkurencingumo didinimas, diegiant modernias technologijas",03.3.1-LVPA-K-803-01-0106,"UAB ""Eurobagetas""",Nesudaryta sutartis,4778730.31,2100000,0,0,0,
Investicijos į inovatyvių paslaugų verslo plėtrą,03.3.1-LVPA-K-803-01-0107,"UAB ""SCANINVESTMENT""",Nesudaryta sutartis,665324.46,299396,0,0,0,
"UAB ""Vėjų miškas"" gamybos modernizavimas",03.3.1-LVPA-K-803-01-0108,"UAB ""Vėjų miškas""",Nesudaryta sutartis,292666,92666,0,0,0,
"Modernių technologijų diegimas vykdant UAB ""Nordic Idea"" veiklos plėtrą",03.3.1-LVPA-K-803-01-0109,"UAB ""Nordic Idea""",Įgyvendinimas,5788100,2025835,5788100,2025835,0,2015-12-21
Inovatyvi baldų ir langų ruošinių gamyba UAB „Utenos medžio technologijų centras“,03.3.1-LVPA-K-803-01-0110,UAB Utenos medžio technologijų centras,Nesudaryta sutartis,874600,1889479,0,0,0,
„INOVATYVIŲ TECHNOLOGIJŲ DIEGIMAS UAB „Sofabed only“ ,03.3.1-LVPA-K-803-01-0111,"SOFABED ONLY, UAB",Nesudaryta sutartis,2084185,729465,0,0,0,
"UAB ""Ultra Aroma” inovatyvių, ekologiškų ir funkcinių šokolado produktų gamykla",03.3.1-LVPA-K-803-01-0112,"UAB ""Ultra aroma""",Nesudaryta sutartis,1525414.63,2100000,0,0,0,
Balneoterapijos ir Kneipo terapijos paslaugų teikimo infrastruktūros plėtra,03.3.1-LVPA-K-803-01-0113,"Uždaroji akcinė bendrovė sveikatos centras ""Energetikas""",Nesudaryta sutartis,1789104,617716,0,0,0,
Smulkiojo ir vidutinio verslo konkurencingumo skatinimas,03.3.1-LVPA-K-803-01-0114,"Uždaroji akcinė bendrovė ""Žemaitijos lokys""",Nesudaryta sutartis,1749160,895124,0,0,0,
"UAB ""Piko valanda"" investicijos į inovatyvią įrangą, siekiant padidinti bendrovės konkurencingumą",03.3.1-LVPA-K-803-01-0115,"UAB ""Piko valanda""",Nesudaryta sutartis,400000,180000,0,0,0,
"UAB ""UNIPURAS"" GAMYBOS CECHO ĮKŪRIMAS PRIENŲ SAVIVALDYBĖJE",03.3.1-LVPA-K-803-01-0116,"UAB ""Unipuras""",Nesudaryta sutartis,1316668,592501,0,0,0,
UAB „Lietuvos karjerai“ gamybos linijos diegimas,03.3.1-LVPA-K-803-01-0117,"UAB ""Lietuvos karjerai""",Nesudaryta sutartis,1922455,865105,0,0,0,
UAB „Banga plius“ verslo plėtra įrengiant naują modernią skalbyklą,03.3.1-LVPA-K-803-01-0118,"Uždaroji akcinė bendrovė ""Banga plius""",Nesudaryta sutartis,2568580,899003,0,0,0,
"""UAB ""Daigai"" plėtra diegiant modernias technologijas""",03.3.1-LVPA-K-803-01-0119,"UAB ""Daigai""",Nesudaryta sutartis,1489725,670375,0,0,0,
Inovatyvios investicijos  į naujų gamybinių pajėgumų sukūrimą,03.3.1-LVPA-K-803-01-0120,"UAB ""Ateities žemė""",Nesudaryta sutartis,4033816,1651579,0,0,0,
"UAB ""SB dantų klinika"" paslaugų gerinimas ir plėtra",03.3.1-LVPA-K-803-01-0121,"UAB ""SB dantų klinika""",Nesudaryta sutartis,899910,314968.5,899910,314968.5,0,
"UAB ""Suvalkijos verslo grupė"" investicijos į modernios medienos apdirbimo veiklos sukūrimą ir plėtrą",03.3.1-LVPA-K-803-01-0122,UAB Suvalkijos verslo grupė,Nesudaryta sutartis,3592227,1514124,0,0,0,
Pakavimo įrangos gamybo organizavimas,03.3.1-LVPA-K-803-01-0123,"UAB ""Verslogika""",Nesudaryta sutartis,6321639.93,2100000,0,0,0,
UAB „Fire Experts“ investicijų pritraukimas į inovatyvios gamybos verslo plėtrą sudarant sąlygas įmonės darbo našumo augimui,03.3.1-LVPA-K-803-01-0124,"UAB ""Fire Experts""",Nesudaryta sutartis,1662919.34,748313,0,0,0,
„UAB „Patikima linija“ gamybinės bazės modernizavimas“,03.3.1-LVPA-K-803-01-0125,"UAB ""Patikima linija""",Nesudaryta sutartis,2623567,918248,0,0,0,
"Biokuros gamybos organizavimas, naudojant inovatyvias technologijas",03.3.1-LVPA-K-803-01-0126,"UAB ""Vakarų verslo investicijos""",Nesudaryta sutartis,5253553,2100000,0,0,0,
"""Inovatyvių dirbtinio safyro auginimo ir PSS plokštelių gamybos technologijų diegimas""",03.3.1-LVPA-K-803-01-0127,"UAB ""ROKOR""",Nesudaryta sutartis,6277045,2100000,0,0,0,
ANTRINIO STIKLO RŪŠIAVIMO GAMYKLOS INFRASTRUKTŪROS SUKŪRIMAS,03.3.1-LVPA-K-803-01-0128,"UAB ""Antrinis stiklas""",Nesudaryta sutartis,4021268.29,1809570,0,0,0,
Darbo našumo ir produktyvumo didinimas plečiant paslaugų spektrą,03.3.1-LVPA-K-803-01-0129,"UAB ""Global Travel Supply""",Nesudaryta sutartis,1247336.51,561302,0,0,0,
Gofruoto kartono padėklų gamyba,03.3.1-LVPA-K-803-01-0130,"UAB ""Palterna""",Įgyvendinimas,1826323,821845,1802852,811283,0,2016-02-09
Gamyklos modernizavimas didinant darbo našumą ir verslo produktyvumą,03.3.1-LVPA-K-803-01-0131,"UAB ""Agroprimum""",Nutrauktas,1395151,627817.95,1395151,627817.95,0,2016-03-04
Mineralinio vandens verslas,03.3.1-LVPA-K-803-01-0132,"UAB ""Lamate""",Nesudaryta sutartis,2094109,942349,0,0,0,
UAB „Skorpionas“ gamybos proceso modernizavimas ,03.3.1-LVPA-K-803-01-0133,"Uždaroji akcinė bendrovė ""SKORPIONAS""",Nesudaryta sutartis,865576,389509,0,0,0,
"UAB ""Jukneda"" inovatyvios atliekų tvarkymo įrangos įsigijimas ir diegimas bei pastato kapitalinis remontas",03.3.1-LVPA-K-803-01-0134,"UAB ""Jukneda""",Nesudaryta sutartis,1797789,809005,0,0,0,
Gamybos bazės modernizavimas,03.3.1-LVPA-K-803-01-0135,"UAB ""Asmodas""",Įgyvendinimas,1399068,489673,1397234,489031,0,2016-02-19
Armatūros gaminių gamyklos įkūrimas Visagine,03.3.1-LVPA-K-803-01-0136,"UAB ""Impetro""",Nesudaryta sutartis,1520102.47,684046,0,0,0,
"Modernių technologijų diegimas UAB ""Duomenų centras""",03.3.1-LVPA-K-803-01-0137,"UAB ""DUOMENŲ CENTRAS""",Nesudaryta sutartis,779657,350845,0,0,0,
EKO NAMAS,03.3.1-LVPA-K-803-01-0138,"UAB ""EURO ŠILUMA""",Nesudaryta sutartis,460816,207367.2,0,0,0,
"UAB ""VTsistema"" gamybos procesų modernizavimas ir naujų produktų sukūrimas",03.3.1-LVPA-K-803-01-0139,"UAB ""VTsistema""",Nesudaryta sutartis,445113,204800,0,0,0,
ELASTOMERŲ GAMYBOS BAZĖS SUKŪRIMAS,03.3.1-LVPA-K-803-01-0140,"UAB ""AMP TRANZIT""",Nesudaryta sutartis,3968548,1424767,0,0,0,
PAKELĖS AUTOSERVISAS,03.3.1-LVPA-K-803-01-0141,"UAB ""Autoksas""",Nesudaryta sutartis,450000,202500,0,0,0,
"Modernių gamybos technologijų diegimas UAB ""RGE Baltic"" veikloje",03.3.1-LVPA-K-803-01-0142,"UAB ""RGE Baltic""",Nesudaryta sutartis,3278113,900000,0,0,0,
Multifunkcinio sporto ir sveikatinimo centro įkūrimas,03.3.1-LVPA-K-803-01-0143,"UAB ""Sporto investicijos""",Nesudaryta sutartis,6980229,2100000,0,0,0,
Inovatyvios medžio granulių gamybos linijos įrengimas didinant darbo našumą ir verslo produktyvumą,03.3.1-LVPA-K-803-01-0144,UAB Timber & Pellets,Nesudaryta sutartis,366553,164949,0,0,0,
projektą „UAB Liskando investicijos medžio statybinių konstrukcijų gamybos linijos ir pastato įrengimas“,03.3.1-LVPA-K-803-01-0145,"Uždaroji akcinė bendrovė ""Liskando investicija""",Nesudaryta sutartis,1013966,455625,0,0,0,
"UAB ""Edrijos technika"" investavimas į verslo pradžią",03.3.1-LVPA-K-803-01-0146,"UAB ""Edrijos technika""",Įgyvendinimas,1999945,899975,1163596.76,407258.87,0,2016-03-09
"Sanatorijos ""Sveikatos uostas"" Palangoje rekonstravimas",03.3.1-LVPA-K-803-01-0147,"UAB ""Sveikatos uostas""",Nesudaryta sutartis,4666667,2100000,0,0,0,
NAUJOS METILO ESTERIO GAMYKLOS STATYBA,03.3.1-LVPA-K-803-01-0148,"UAB ""BIODEGALAI VISIEMS""",Nesudaryta sutartis,2216490,2100000,0,0,0,
AKTYVAUS LAISVALAIKIO IR SVEIKATINGUMO KOMPLEKSO STATYBA,03.3.1-LVPA-K-803-01-0149,"UAB ""SEIVITA""",Nesudaryta sutartis,7654236,2100000,0,0,0,
FUNKCIONALIŲJŲ FITO INGRIDIENTŲ GAMYKLA,03.3.1-LVPA-K-803-01-0150,UAB Plantex Biotech,Nesudaryta sutartis,0,2100000,0,0,0,
"UAB ,,Poliplastas"" gamybos plėtra diegiant inovatyvias technologijas",03.3.1-LVPA-K-803-01-0151,"Uždaroji akcinė bendrovė ""Poliplastas""",Nesudaryta sutartis,578890,260500,0,0,0,
"Inovatyvių gamybos technologijų diegimas įmonėje UAB ,,Žvėrininkystės įranga""",03.3.1-LVPA-K-803-01-0152,"UAB ""Žvėrininkystės įranga""",Nesudaryta sutartis,423752,190688,0,0,0,
"""Zarasų Royal SPA"" rekonstravimas ir  įrenginiams ",03.3.1-LVPA-K-803-01-0153,"UAB ""Telmera""",Nesudaryta sutartis,4975494.76,2096000,0,0,0,
Tauragės miesto vietos veiklos grupės strategijos parengimas,08.6.1-ESFA-T-909-01-0001,Tauragės miesto vietos veiklos grupė,Baigtas įgyvendinti,4320,3996,4320,3996,0,2015-11-10
Kaišiadorių miesto vietos veiklos grupės strategijos parengimas,08.6.1-ESFA-T-909-01-0002,Kaišiadorių miesto vietos veiklos grupė,Baigtas įgyvendinti,4320,3996,4320,3996,0,2015-10-30
Elektrėnų miesto vietos veiklos grupės vietos plėtros strategijos parengimas,08.6.1-ESFA-T-909-01-0003,Elektrėnų miesto vietos veiklos grupė,Baigtas įgyvendinti,4320,3996,4320,3996,0,2015-11-06
Joniškio miesto vietos veiklos grupės plėtros strategijos parengimas,08.6.1-ESFA-T-909-01-0004,Joniškio miesto vietos veiklos grupė,Baigtas įgyvendinti,4472.61,3996,4472.61,3996,0,2015-11-17
Vietos plėtros strategijos parengimas,08.6.1-ESFA-T-909-01-0005,Asociacija Telšių miesto vietos veiklos grupė,Baigtas įgyvendinti,4317.91,3994.06,4317.91,3994.06,0,2015-11-18
Molėtų vietos plėtros strategijos parengimas,08.6.1-ESFA-T-909-01-0006,"Molėtų miesto vietos veiklos grupė ""Molėtų aitvarai""",Baigtas įgyvendinti,4320,3996,4320,3996,0,2015-11-11
"Šilutės miesto vietos veiklos grupės ""Pamario kraštas"" vietos plėtros strategijos parengimas",08.6.1-ESFA-T-909-01-0007,"Šilutės miesto vietos veiklos grupė ""Pamario kraštas""",Baigtas įgyvendinti,6350.72,3996,6350.72,3996,0,2015-12-04
Skuodo miesto vietos plėtros strategijos rengimas,08.6.1-ESFA-T-909-01-0008,Skuodo miesto vietos veiklos grupė,Baigtas įgyvendinti,4320,3996,4320,3996,0,2015-11-17
Jurbarko miesto vietos plėtros strategijos rengimas,08.6.1-ESFA-T-909-01-0009,"Miesto vietos veiklos grupė ""Jurbarkas""",Baigtas įgyvendinti,4995,3996,4995,3996,0,2015-11-19
Ignalinos miesto vietos plėtros strategijos rengimas,08.6.1-ESFA-T-909-01-0010,Ignalinos miesto vietos veiklos grupė,Baigtas įgyvendinti,4320.5,3996,4320.5,3996,0,2015-11-26
Biržų miesto plėtros strategijos parengimas ,08.6.1-ESFA-T-909-01-0011,Biržų miesto vietos veiklos grupė,Nesudaryta sutartis,6633.88,3996,0,0,0,
Marijampolės miesto vietos plėtros strategijos rengimas,08.6.1-ESFA-T-909-01-0012,"Asociacija ""Marijampolės miesto vietos veiklos grupė""",Baigtas įgyvendinti,4320,3996,4320,3996,0,2015-11-17
Prienų miesto vietos veiklos grupės plėtros strategijos parengimas,08.6.1-ESFA-T-909-01-0013,Prienų miesto vietos veiklos grupė,Baigtas įgyvendinti,4321.36,3996,4321.36,3996,0,2015-11-17
Vilkaviškio miesto vietos  plėtros strategijos rengimas,08.6.1-ESFA-T-909-01-0014,Vilkaviškio miesto vietos veiklos grupė,Baigtas įgyvendinti,4322.1,3996,4322.1,3996,0,2015-11-19
