Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns,Datum des Endes,"Gesamtbetrag förderfähiger 
Ausgaben","Kofinanzierungssatz","PLZ 
Begünstigter",Land,Themenfeld
BBIZ - Berliner Bildungs- und Integrationszentrum GmbH,"DAI 04-Duale ArbeitsmarktIntegration: externer MSA, Xpert Business Zertifikate; Berufsorientierung","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",01.09.2016,31.07.2017,"217.470,00 €","49,92%",13627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BBIZ - Berliner Bildungs- und Integrationszentrum GmbH,"DAI 03-Duale ArbeitsmarktIntegration: externer MSA, Xpert Business Zertifikate; Berufsorientierung","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",01.09.2016,31.07.2017,"217.470,00 €","49,92%",13627,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BBIZ - Berliner Bildungs- und Integrationszentrum GmbH,DAiS 01 - Duale ArbeitsmarktIntegration in Sicht 01,DAiS 01 - Duale ArbeitsmarktIntegration in Sicht 02,24.10.2016,30.04.2017,"73.958,40 €",50%,13627,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
BBW Akademie GmbH,"Los 2: ""Berufsorientierung, Berufswahl und Entscheidungsfindung""","Konzeptionierungs- und Umsetzungsleistungen betreffend das ESF-Förderinstrument Nr. 16 des Landes Berlin

&bdquo;Vertiefte Berufsorientierung / Erhöhung der Berufswahlkompetenz&ldquo;

",09.10.2015,31.08.2017,"1.346.000,00 €",51%,10318,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Berliner Verein für Integration e.V.,AnKommen 1 - Ausbildung und Kompetenz für junge Geflüchtete,AnKommen 1 - Ausbildung und Kompetenz für junge Geflüchtete,01.10.2016,30.04.2017,"72.225,00 €",50%,10709,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Berliner Verein für Integration e.V.,AnKommen 2 - Ausbildung und Kompetenz für junge Geflüchtete,AnKommen 2 - Ausbildung und Kompetenz für junge Geflüchtete,01.10.2016,30.04.2017,"72.225,00 €",50%,10709,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Berufliche Perspektiven für Frauen Berlin e.V.,Informations- und Orientierungkurs,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.01.2016,30.06.2016,"18.525,00 €","47,03%",10999,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
beta Bildung Entwicklung Training Arbeit gGmbH, Aufsatteln - Mobil in die Zukunft, Aufsatteln - Mobil in die Zukunft,15.11.2016,15.09.2017,"9.989,12 €",50%,10407,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Beuth Hochschule für Technik Berlin,Ideen gründen - GründerScout der Beuth Hochschule,"Ziel: Durchführung von innovativen Projekten zur Sensibilisierung und Qualifizierung zur Erkennung und Unterstützung von Gründungsinteressierten, um potenziell wachstums- und beschäftigungsstärkende Gründungsvorhaben frühzeitig zu erkennen und in ihrer Entwicklung zu unterstützen  

 Förderschwerpunkte   * Akquise von Teilnehmern   *  Durchführung von Qualifizierungs-, Coaching- und Beratungsmaßnahmen für Gründungsinteressierte   *  Vermittlung von Methoden zur Erstellung von Ideenskizzen und ggf. Unterstützung bei der Entwicklung von Gründerideen. 

 In dem Projekt werden 120 TN an Workshops  und 180 TN an Beratungs-  und Betreuungsmaßnahmen teilnehmen.      

",01.05.2016,31.03.2019,"1.089.336,07 €",50%,13353,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf die NschüPrü MSA, Entwicklung der Ausbildungsreife und sozialer Kompetenzen (QvB 22/16)","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.07.2016,30.06.2017,"200.072,40 €","49,92%",10709,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BGI-Berliner Gesellschaft für Integration,Vorbereitung auf die Sprachprüfung vor der Apothekerkammer (QuaBeS 1),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.07.2016,31.03.2017,"137.072,00 €","49,92%",10709,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf die NschüPrü MSA, Entwicklung der Ausbildungsreife und sozialer Kompetenzen (QvB 24/16)","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.07.2016,30.06.2017,"200.072,40 €","49,92%",10709,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf die NschüPrü MSA, Entwicklung der Ausbildungsreife und sozialer Kompetenzen (QvB 23/16)","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.07.2016,30.06.2017,"200.072,40 €","49,92%",10709,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite - ""Startklar 2""","Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite - ""Startklar 2""",01.07.2016,30.06.2017,"112.671,00 €",50%,10709,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite -„Startklar 1""","Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite -„Startklar 1""",01.07.2016,30.06.2017,"112.671,00 €",50%,10709,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf die NschüPrü MSA, Entwicklung der Ausbildungsreife und sozialer Kompetenzen (QvB 25/16)","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",19.09.2016,31.08.2017,"184.520,00 €","49,92%",10709,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite - ""Startklar 3""","Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite - ""Startklar 3""",01.09.2016,31.08.2017,"112.671,00 €",50%,10709,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
BGI-Berliner Gesellschaft für Integration,"Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite -„Startklar 4""","Vorbereitung auf den BBR sowie Abbau der sozialen und persönlichen Defizite -„Startklar 4""",01.09.2016,31.08.2017,"112.671,00 €",50%,10709,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
BGI-Berliner Gesellschaft für Integration,Vorbereitung auf die Sprachprüfung vor der Ärzte-oder Apothekerkammer oder auf weitere externe Prüfungen (QuaBeS 2),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",01.09.2016,31.03.2017,"110.712,00 €","49,92%",10709,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
BIBERA gGmbH,Pflege Flex,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",27.04.2016,14.10.2016,"35.586,00 €","49,92%",10555,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mit berufsbezogenem Sprachanteil (1.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",18.04.2016,17.10.2016,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mit berufsbezogenem Sprachanteil (2.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",18.04.2016,17.10.2016,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mit berufsbezogenem Sprachanteil (3.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",25.04.2016,24.10.2016,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mir Berufsbezogenem Sprachanteil (4.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

 

",25.04.2016,24.10.2016,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mit berufsbezogenem Sprachanteil (5.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",15.08.2016,14.02.2017,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mit berufsbezogenem Sprachanteil (6.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",15.09.2016,14.03.2017,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildung und Integration e.V.,Bürokaufleute mit berufsbezogenem Sprachanteil (7.2016),"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",14.11.2016,13.05.2017,"92.787,20 €","49,92%",10715,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildungsinstitut Brückner,Zielsicher-Grundl.-modul Servicekraft/FK für Schutz u. Sicherheit mit Vorb. IHK-SKV,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

 

",30.05.2016,30.09.2016,"68.799,60 €","49,92%",12679,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Bildungswerk des bbk berlins GmbH,Professionalisierung von Bildenden Künstlerinnen und Künstlern in Berlin,"Qualifizierung Kulturwirtschaft - KuWiQ

Erweiterung der berufsbezogenen nichtkünstlerischen Beratungs- und Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in den kulturell geprägten Teilbranchen der Kulturwirtschaft Berlins. Ziel ist es, den Teilnehmenden durch ein höheres Maß an individueller berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um auf diese Weise

  * die      Betätigung auf den kreativwirtschaftlichen Märkten wirtschaftlich      ertragreicher zu gestalten, 

  * neue      Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und

  * die      wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren.

 ",01.02.2016,31.01.2018,"341.476,69 €","48,33%",10963,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
BQN Berlin e.V.,Berufliche Qualifizierung junger Migrantinnen und Migranten - Berlin braucht dich!,Berufliche Qualifizierung junger Migrantinnen und Migranten - Berlin braucht dich!,01.06.2016,31.12.2017,"1.560.982,18 €",50%,10823,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
BTB Bildungszentrum,PFBK_1-16 Fachkraft für Pflege und Betreuung,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",11.04.2016,30.09.2016,"114.929,60 €","49,92%",10178,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
